word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
commission,commission,kә'miʃәn,"n. a fee for services rendered based on a percentage of an amount received or collected or agreed to be paid (as distinguished from a salary)
n. the act of granting authority to undertake certain functions
n. the state of being in good working order and ready for operation
n. a formal statement of a command or injunction to do something","n. 委任状, 任官令, 所委职责, 佣金, 犯, 委托, 所托之事
vt. 委任, 委托制作, 使服役",v:19/n:81,4,1,cet4 cet6 ky toefl ielts gre,898,2379,commission
proposal,proposal,prә'pәuzl,"n. something proposed (such as a plan or assumption)
n. the act of making a proposal","n. 提议, 计划, 求婚
[经] 提案, 申请, 投标",n:100,4,1,cet4 cet6 ky toefl gre,899,1625,proposal
fill,fill,fil,"n. a quantity sufficient to satisfy
v. make full, also in a metaphorical sense
v. become full
v. assume, as of positions or roles","vt. 装满, 填充, 弥漫, 供给, 满足, 供应
vi. 充满, 变得沉重
n. 满足, 装满, 充分, 填方
vt. 填充
vi. 填充
[计] 填充",n:2/v:98,4,1,zk gk,900,686,fill
unless,unless,.ʌn'les,"conj. Upon any less condition than (the fact or thing stated
   in the sentence or clause which follows); if not; supposing that not;
   if it be not; were it not that; except; as, we shall fail unless we are
   industrious.","conj. 除非
prep. 除...之外",c:100,4,1,zk gk cet4 cet6 ky toefl,901,1332,unless
mention,mention,'menʃәn,"n. a remark that calls attention to something or someone
n. an official recognition of merit
v. make reference to
v. commend","n. 提到, 言及, 陈述
vt. 提到, 提及",n:12/v:88,4,1,zk gk toefl,902,971,mention
improve,improve,im'pru:v,"v to make better
v get better","vt. 改良, 提高...的价值, 改善, 利用
vi. 变得更好, 增加",v:100,4,1,zk gk cet4 cet6 ky,903,995,improve
image,image,'imidʒ,"n. an iconic mental representation
n. (mathematics) the set of values of the dependent variable for which a function is defined
n. the general impression that something (a person or organization or product) presents to the public
v. render visible, as by means of MRI","n. 影像, 肖像, 想象, 图像, 形象, 翻版
vt. 作...的像, 反映, 想象, 象征
n. 图像
[计] 图象",v:2/n:98,4,1,cet4 cet6 ky toefl ielts,904,555,image
circumstance,circumstance,'sә:kәmstәns,"n. a condition that accompanies or influences some event or activity
n. information that should be kept in mind when making a decision
n. formal ceremony about important occasions","n. 环境, 状况, 事件",n:100,3,1,gk cet4 cet6 toefl ielts,905,1780,circumstance
oil,oil,ɒil,"n. a slippery or viscous liquid or liquefiable substance not miscible with water
n. oil paint containing pigment that is used by an artist
v. cover with oil, as if by rubbing","n. 油, 石油, 油画颜料
vt. 涂油于, 使融化成油状, 加油于
vi. 加燃油, 融化",v:1/n:99,5,1,zk gk cet4 ky ielts,906,546,oil
client,client,'klaiәnt,n. a person who seeks the advice of a lawyer,"n. 客户, 顾客, 委托人
[计] 客户, 客户机, 客户机程序",n:100,3,1,cet6 ky ielts,907,1157,client
obviously,obviously,'ɔbviәsli,r. unmistakably (`plain' is often used informally for `plainly'),"adv. 显而易见地, 明显地",r:100,4,1,cet4 cet6,908,1278,obviously
sector,sector,'sektә,"n. a plane figure bounded by two radii and the included arc of a circle
n. a social group that forms part of the society or the economy
n. a particular aspect of life or activity
n. the minimum track length that can be assigned to store information; unless otherwise specified a sector of data consists of 512 bytes","n. 扇形, 部门, 部分, 函数尺, 象限仪, 段, 区段
vt. 把...分成扇形
[计] 扇面; 扇区; 段; 区段",n:100,4,1,cet6 ky toefl ielts,909,1974,sector
direction,direction,di'rekʃәn,"n. a line leading to a place or point
n. the spatial relation between something and the course along which it points or moves
n. a general course along which something has a tendency to develop
n. a message describing how something is to be done","n. 方向, 指导, 趋势
[计] 方向; 流向",n:100,4,1,zk gk cet4 cet6 ky,910,928,direction
basic,basic,'beisik,"n. a popular programming language that is relatively easy to learn; an acronym for beginner's all-purpose symbolic instruction code; no longer in general use
n. (usually plural) a necessary commodity for which demand is constant
a. pertaining to or constituting a base or basis
s. reduced to the simplest and most significant form possible without loss of generality","n. 基本原理, 要素, 基本规律
a. 基本的, 碱性的
(计算机)BASIC语言",j:100,4,1,zk gk cet4 ky toefl ielts,911,1144,basic
seat,seat,si:t,"n. a space reserved for sitting (as in a theater or on a train or airplane)
n. furniture that is designed for sitting on
n. any support where you can sit (especially the part of a chair or bench etc. on which you sit)
n. a center of authority (as a city from which authority is exercised)","n. 座, 座位, 位子, 席位, 所在地
vt. 使坐下, 使就座, 为...设座于, 使就职
vi. 安装在底座上",v:13/n:87,4,1,zk gk ielts,912,894,seat
attack,attack,ә'tæk,"n. (military) an offensive against an enemy (using weapons)
n. an offensive move in a sport or game
n. the act of attacking
n. a decisive manner of beginning a musical tone or phrase","n. 攻击, 抨击
vt. 攻击, 抨击, 动手干
vi. 攻击",v:33/n:67,5,1,gk cet4 cet6 ky ielts,913,791,attack
successful,successful,sәk'sesful,a. having succeeded or being marked by a favorable outcome,"a. 成功的, 一帆风顺的, 顺利的
[经] 成功的",j:100,4,1,zk gk cet4 cet6 ky toefl ielts,915,1101,successful
intend,intend,in'tend,"v. have in mind as a purpose
v. design or destine","vt. 计划, 打算, 意思是
[法] 想要, 打算, 意旨",v:100,4,1,gk cet4 cet6 ky,916,1536,intend
fight,fight,fait,"n. the act of fighting; any contest or struggle
n. an intense verbal dispute
n. a boxing or wrestling match
v. fight against or resist strongly","n. 打架, 争吵, 斗志
v. 对抗, 打架",n:29/v:71,5,1,zk gk cet4 cet6 ky,917,676,fight
original,original,ә'ridʒәnl,"n. something that serves as a model or a basis for making copies
s. preceding all others in time or being as first made or performed
s. (of e.g. information) not secondhand or by way of something intermediary
a. being or productive of something fresh and unusual; or being as first made or thought of","a. 最初的, 原始的, 有创意的
n. 原物, 原作",j:96/n:4,4,1,cet4 cet6 ky toefl ielts gre,918,1135,original
miss,miss,mis,"n. a failure to hit (or meet or find etc)
n. a form of address for an unmarried woman
v. fail to perceive or to catch with the senses or the mind
v. feel or suffer from the lack of","n. 失误, 避免, 失败, 小姐
vt. 未得到, 未达到, 未听到, 未觉察, 逃脱, 遗漏, 错过, 思念
vi. 失败, 击不中",n:3/v:97,4,1,zk gk,919,833,miss
attitude,attitude,'ætitju:d,"n. a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways
n. a theatrical pose created for effect
n. position of aircraft or spacecraft relative to a frame of reference (the horizon or direction of motion)","n. 态度, 看法, 姿势
[医] 体态, 姿势, 态度",n:100,4,1,gk cet4 ky,920,1155,attitude
aware,aware,ә'wєә,a. (sometimes followed by `of') having or showing knowledge or understanding or realization or perception,"a. 知道的, 有觉悟的",j:100,4,1,gk cet4 ky toefl ielts,921,1439,aware
military,military,'militәri,"n. the military forces of a nation
a. of or relating to the study of the principles of warfare
a. characteristic of or associated with soldiers or the military
a. associated with or performed by members of the armed services as contrasted with civilians","n. 军队
a. 军事的, 军人的, 适于战争的",j:90/n:10,5,1,cet4 cet6 ky toefl,922,474,military
discover,discover,dis'kʌvә,"v. make a discovery, make a new finding
v. make a discovery
v. see for the first time; make a discovery","vt. 发现, 找到, 暴露
vi. 发现",v:100,4,1,zk gk cet4 cet6 ky,923,956,discover
exactly,exactly,i^'zæktli,"r indicating exactness or preciseness
r just as it should be
r in a precise manner","adv. 确切地, 精确地, 恰好, 完全地, 确实, 恰恰正是, 确实如此",r:100,3,1,gk cet4,924,748,exactly
drop,drop,drɒp,"n. a shape that is spherical and small
n. a small indefinite quantity (especially of a liquid)
n. a sudden sharp decrease in some quantity
n. a predetermined hiding place for the deposit and distribution of illicit goods (such as drugs or stolen property)","n. 滴, 微量, 落下, 空投
vi. 放下, 掉下, 下降
vt. 使滴下, 放下, 丢失, 遗漏
[计] 投入, 投入点, 接入点, 分接点",n:19/v:81,4,1,zk gk cet4 cet6 ky ielts,925,690,drop
push,push,puʃ,"n. the act of applying force in order to move something away
n. the force used in pushing
n. an effort to advance
v. move with force, ""He pushed the table into a corner""","n. 推, 推动, 奋斗, 攻击, 进取心
vt. 推, 推动, 使伸出, 推行, 逼迫, 增加
vi. 推, 推进, 增加, 努力争取",n:7/v:93,4,1,zk gk,926,695,push
hit,hit,hit,"n. (baseball) a successful stroke in an athletic contest (especially in baseball)
n. the act of contacting one thing with another
n. a conspicuous success
n. a dose of a narcotic drug","n. 打击, 打, 冲撞, 讽刺
vt. 打, 打击, 碰撞, 打中, 袭击, 偶然碰上
vi. 打, 打中, 打击, 碰撞, 偶然碰上
[计] 击中; 找到; 瞬时打扰",n:17/j:1/v:82,5,1,zk gk cet4 cet6 ky ielts,927,535,hit
goal,goal,gәul,"n. the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it
n. game equipment consisting of the place toward which players of a game try to advance a ball or puck in order to score points
n. a successful attempt at scoring","n. 目标, 终点, 得分, 球门, 守门员
vi. 攻门, 射门得分",n:100,4,1,gk cet4 cet6 ky toefl ielts,930,681,goal
disease,disease,di'zi:z,n. an impairment of health or a condition of abnormal functioning,"n. 疾病, 弊病
[医] [疾]病",n:100,4,1,zk gk cet4 cet6 ky ielts,931,775,disease
yourself,yourself,juә'self,"pron. An emphasized or reflexive form of the pronoun of the
   second person; -- used as a subject commonly with you; as, you yourself
   shall see it; also, alone in the predicate, either in the nominative or
   objective case; as, you have injured yourself.",pron. 你自己,p:100,4,1,zk gk,932,915,yourself
employment,employment,im'plɒimәnt,"n. the state of being employed or having a job
n. the occupation for which you are paid
n. the act of giving someone a job","n. 雇用, 职业, 工作
[经] 职业, 雇用, 职工招请",n:100,3,1,cet4 cet6 ky ielts,933,2534,employment
sign,sign,sain,"n. a perceptible indication of something not immediately apparent (as a visible clue that something has happened)
n. a public display of a message
n. (medicine) any objective evidence of the presence of a disorder or disease
n. a gesture that is part of a sign language","n. 符号, 招牌, 征兆, 正负号, 手势
vt. 签名, 打手势表达
vi. 签名
[计] 正负号; 符号; 符号字符",v:45/n:55,5,1,gk cet4 cet6 ky ielts,935,759,sign
refuse,refuse,ri'fju:z,"v. show unwillingness towards
v. refuse to accept","vt. 拒绝, 谢绝
vi. 拒绝
n. 废物
a. 扔掉的, 无用的",n:3/v:97,4,1,zk gk cet4 cet6 ky toefl,936,1247,refuse
prevent,prevent,pri'vent,"v. keep from happening or arising; make impossible
v. stop (someone or something) from doing something or being in a certain state","v. 预防, 防止, 阻止, 妨碍",v:100,4,1,zk gk cet4 cet6 ky toefl,937,1083,prevent
popular,popular,'pɒpjulә,"a. regarded with great favor, approval, or affection especially by the general public
s. carried on by or for the people (or citizens) at large
s. (of music or art) new and of general appeal (especially among young people)","a. 通俗的, 流行的, 受欢迎的, 大众的, 人民的, 普及的
[经] 大众的, 通俗的, 普及的",j:100,4,1,zk gk cet4 cet6 ky toefl ielts,938,924,popular
October,october,ɒk'tәubә,n. the month following September and preceding November,n. 十月,,4,1,zk gk ielts,940,0,october
affair,affair,ә'fєә,"n. a usually secretive or illicit sexual relationship
n. a vaguely specified social event","n. 事件, 事务, 恋爱事件",n:100,4,1,gk cet4 cet6 ky toefl,941,1364,affair
appeal,appeal,ә'pi:l,"n. attractiveness that interests or pleases or stimulates
n. (law) a legal proceeding in which the appellant resorts to a higher court for the purpose of obtaining a review of a lower court decision and a reversal of the lower court's judgment or the granting of a new trial
v. take a court case to a higher court for review
v. request earnestly (something from somebody); ask for aid or protection","n. 恳求, 诉请, 上诉, 吸引力
vi. 呼吁, 诉请, 要求, 上诉, 有吸引力
vt. 将...上诉",v:36/n:64,4,1,gk cet4 cet6 ky toefl ielts gre,942,1852,appeal
heavy,heavy,'hevi,"n. an actor who plays villainous roles
n. a serious (or tragic) role in a play
a. of comparatively great physical weight or density
a. unusually great in degree or quantity or number","a. 重的, 巨大的, 沉重的, 笨重的, 过度的
adv. 沉重地
n. 重物, 严肃角色",r:1/j:99,4,1,zk gk ielts,943,1005,heavy
beyond,beyond,bi'jɒnd,"r. farther along in space or time or degree
r. on the farther side from the observer
r. in addition","prep. 超过, 在那一边, 迟于
adv. 在远处
n. 更远处",i:90/r:10,4,1,zk gk cet4 ky,944,746,beyond
regard,regard,ri'gɑ:d,"n. (usually plural) a polite expression of desire for someone's welfare
n. a feeling of friendship and esteem
v. look at attentively","n. 关心, 注意, 尊敬, 关系, 问候
vt. 视为, 注意, 考虑, 和...有关, 看待
vi. 注视, 注意",i:23/n:19/v:58,4,1,zk gk cet4 cet6 ky toefl,945,2084,regard
ability,ability,ә'biliti,"n. the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment
n. possession of the qualities (especially mental qualities) required to do something or get something done","n. 能力, 才干
[经] 能力, 才能",n:100,4,1,zk gk cet4 ky toefl ielts,946,783,ability
professional,professional,prә'feʃәnl,"n. a person engaged in one of the learned professions
n. an athlete who plays for pay
a. engaged in a profession or engaging in as a profession or means of livelihood
a. of or relating to or suitable as a profession","n. 专业人才
a. 专业的, 职业的",j:73/n:27,4,1,cet4 cet6 ky toefl ielts,947,1094,professional
holiday,holiday,'hɒlәdi,n. a day on which work is suspended by law or custom,"n. 假日, 假期, 节日
vi. 度假",v:2/n:98,4,1,zk gk ielts,948,1963,holiday
technique,technique,tek'ni:k,n. a practical method or art applied to some particular task,"n. 技巧, 技术, 方法
[化] 工艺方法; 技巧",n:100,4,1,gk cet4 cet6 ky ielts,949,1335,technique
item,item,'aitәm,"n. a distinct part that can be specified separately in a group of things that could be enumerated on a list
n. a whole individual unit; especially when included in a list or collection
r. (used when listing or enumerating items) also","n. 项目, 条款, 一则, 项
[计] 项",r:1/n:99,4,1,cet4 ky ielts,950,1031,item
medium,medium,'mi:diәm,"n. a means or instrumentality for storing or communicating information
n. the surrounding environment
n. an intervening substance through which signals can travel as a means for communication
n. a liquid with which pigment is mixed by a painter","n. 媒体, 方法, 媒介
a. 半生熟的, 中间的
[计] 媒体, 中",j:48/n:52,3,1,gk cet4 cet6 ky toefl ielts gre,951,3241,medium
pupil,pupil,'pju:pl,n. the contractile aperture in the center of the iris of the eye; resembles a large black dot,"n. 学生, 门生, 未成年人, 瞳孔
[医] 瞳孔",n:100,3,1,zk gk toefl ielts,952,5057,pupil
version,version,'vә:ʒәn,"n. an interpretation of a matter from a particular viewpoint
n. something a little different from others of the same type
n. manual turning of a fetus in the uterus (usually to aid delivery)","n. 一种描述, 版本, 译文
[计] 版本",n:100,4,1,gk cet4 cet6 ky toefl ielts,953,1130,version
fish,fish,fiʃ,"n. any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills
n. the flesh of fish used as food
v. seek indirectly
v. catch or try to catch fish or shellfish","n. 鱼, 鱼肉, 鱼类, 接合板
vt. 钓, 钓鱼, 查出, 用接合板连接
vi. 捕鱼, 钓鱼, 用钩捞取, 摸索寻找",v:12/n:88,4,1,zk gk ielts,954,947,fish
maybe,maybe,'meibi:,r by chance,"adv. 也许, 大概
n. 可能性",r:100,4,1,zk gk,955,383,maybe
campaign,campaign,kæm'pein,"n. a series of actions advancing a principle or tending toward a particular end
n. several related operations aimed at achieving a particular goal (usually within geographical and temporal constraints)
n. an overland journey by hunters (especially in Africa)
v. run, stand, or compete for an office or a position","n. 战役, 运动, 竞选运动
vi. 参加运动, 作战",v:8/n:92,5,1,gk cet4 cet6 ky toefl ielts gre,956,640,campaign
okay,okay,әj'kei,r. in a satisfactory or adequate manner; (`alright' is a nonstandard variant of `all right'),"a. 好, 可以, 行, 对, 好吗, 很好
adv. 好, 可以, 行, 对, 好吗, 很好
n. 同意, 签认, 批准, 认可
vt. 同意, 签认, 批准, 认可",r:71/v:1/j:28,4,0,cet4 ky,957,1642,okay
lay,lay,lei,"v. put in a horizontal position
v. prepare or position for action or operation
v. lay eggs
v. impose as a duty, burden, or punishment","vt. 放置, 产, 铺设, 布置, 提出, 平息
vi. 下蛋, 打赌
n. 位置, 层, 隐藏处
a. 世俗的, 外行的
lie的过去式",j:5/v:95,4,1,zk gk cet4 cet6 ky toefl ielts,958,803,lay
teach,teach,ti:tʃ,"n. an English pirate who operated in the Caribbean and off the Atlantic coast of North America (died in 1718)
v. impart skills or knowledge to
v. accustom gradually to some action or attitude","vt. 教, 讲授, 教导, 教育
vi. 教书, 教学, 可以教",v:100,4,1,zk gk,959,545,teach
direct,direct,di'rekt,"v. command with authority
v. guide the actors in (plays and films)
v. be in charge of
v. give directions to; point somebody into a certain direction","a. 直接的, 坦白的
vt. 指示, 指挥, 命令, 导演
vi. 指导, 指挥
adv. 直接地",r:2/j:52/v:46,5,1,zk gk cet4 cet6 ky toefl ielts,960,1478,direct
press,press,pres,"n. the print media responsible for gathering and publishing news in the form of newspapers or magazines
n. a machine used for printing
n. clamp to prevent wooden rackets from warping when not in use
n. any machine that exerts pressure to form or shape or cut materials or extract liquids or compress solids","n. 压, 揿, 按, 人群, 印刷机, 压力, 出版社, 记者, 报刊, 新闻舆论, 紧迫
vt. 压, 压榨, 紧抱, 逼迫, 推进, 强迫征募, 催逼
vi. 压, 重压, 催促, 拥挤, 奋力前进, 受压",v:43/n:57,5,1,gk cet4 cet6 ky gre,961,1178,press
advice,advice,әd'vais,n. a proposal for an appropriate course of action,"n. 忠告, 劝告, 意见, 报道, 通知
[经] 通知书, 通知, 建议",n:100,4,1,zk gk cet4 cet6 ky toefl ielts,962,1641,advice
drug,drug,drʌg,"n. a substance that is used as a medicine or narcotic
v. administer a drug to
v. use recreational drugs","n. 药, 麻药, 麻醉药
vi. 吸毒
vt. 使服麻醉药, 使麻木",v:1/n:99,5,1,zk gk cet4 cet6 ky,963,461,drug
September,september,sep'tembә,n. the month following August and preceding October,n. 九月,,4,1,zk gk ielts,964,0,september
dark,dark,dɑ:k,"n. absence of light or illumination
n. an unenlightened state
a. devoid of or deficient in light or brightness; shadowed or black
a. (used of color) having a dark hue","n. 黑暗, 夜, 黄昏, 模糊
a. 黑暗的, 暗的, 深色的, 隐密的, 模糊的, 无知的",j:73/n:27,4,1,zk gk ielts,966,857,dark
library,library,'laibrәri,"n. a room where books are kept
n. a collection of literary documents or records kept for reference or borrowing
n. a depository built to contain books and other materials for reading and study
n. (computing) a collection of standard programs and subroutines that are stored and available for immediate use","n. 图书馆, 藏书, 库
[计] 库",n:100,3,1,zk gk ielts,967,2129,library
reveal,reveal,ri'vi:l,v. disclose directly or through prophets,"vt. 露出, 显示, 透露, 揭露, 泄露, (神)启示
n. 窗侧, 门侧",n:1/v:99,4,1,cet4 cet6 ky toefl,968,927,reveal
advantage,advantage,әd'vɑ:ntidʒ,"n. the quality of having a superior or more favorable position
n. (tennis) first point scored after deuce
n. benefit resulting from some event or action
v. give an advantage to","n. 优点, 便利, 好处, 优势
vt. 有助于",v:1/n:99,4,1,zk gk cet4 ky,969,1301,advantage
operate,operate,'ɒpәreit,"v. direct or control; projects, businesses, etc.
v. handle and cause to function
v. happen","v. 操作, 运转, 动手术, 活动",v:100,5,1,gk cet4 cet6 ky toefl,970,1309,operate
surface,surface,'sә:fis,"n. the outer boundary of an artifact or a material layer constituting or resembling such a boundary
n. the extended two-dimensional outer boundary of a three-dimensional object
n. the outermost level of the land or sea
n. a superficial aspect as opposed to the real nature of something","n. 面, 表面, 水面, 外表, 平面
a. 表面的, 外观的, 肤浅的, 水面上的
vt. 使成平面, 使浮出水面
vi. 浮出水面, 呈现, 在地面上工作",v:7/n:93,4,1,zk gk toefl ielts,971,1015,surface
cold,cold,kәuld,"n. a mild viral infection involving the nose and respiratory passages (but not the lungs)
n. the sensation produced by low temperatures
a. having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration
a. extended meanings; especially of psychological coldness; without human warmth or emotion","n. 感冒, 寒冷
a. 寒冷的, 冷淡的, 冷静的
adv. 完全地",r:1/j:83/n:16,4,1,zk gk cet4 ky,972,885,cold
immediately,immediately,i'mi:diәtli,"r. without delay or hesitation; with no time intervening
r. near or close by
r. bearing an immediate relation","adv. 直接地, 立刻, 立即",r:100,4,1,zk gk cet4 cet6 toefl,974,1142,immediately
worth,worth,wә:θ,"n. an indefinite quantity of something having a specified value
n. the quality that renders something desirable or valuable or useful
n. French couturier (born in England) regarded as the founder of Parisian haute couture; noted for introducing the bustle (1825-1895)
s. having a specified value","n. 价值, 财产
a. 值...的, 值得的",i:71/n:29,4,1,zk gk,975,1353,worth
ready,ready,'redi,"n. poised for action
a. completely prepared or in condition for immediate action or use or progress
s. (of especially money) immediately available
s. mentally disposed","n. 预备好的状态, 现款
a. 准备好的, 备用的, 可以使用的
adv. 预先, 迅速
vt. 使准备好",n:1/r:2/j:94/v:3,4,1,zk gk toefl gre,976,758,ready
variety,variety,vә'raiәti,"n. (biology) a taxonomic category consisting of members of a species that differ from others of the same species in minor but heritable characteristics
n. a difference that is usually pleasant","n. 多样, 种类, 变种, 杂耍
[化] 变种",n:100,4,1,gk cet4 cet6 ky toefl ielts,977,1171,variety
television,television,'teli.viʒәn,"n. broadcasting visual images of stationary or moving objects
n. a telecommunication system that transmits images of objects (stationary or moving) between distant points","n. 电视
[电] 电视",n:100,4,1,zk gk ielts,978,794,television
memory,memory,'memәri,"n. something that is remembered
n. the cognitive processes whereby past experience is remembered
n. the power of retaining and recalling past experience
n. an electronic memory device","n. 记忆, 记忆力, 回忆, 纪念, 存储
n. 内存
[计] 存储器, 内存, 查看内存实用程序",n:100,4,1,zk gk cet4 cet6 ky toefl,979,891,memory
blood,blood,blʌd,"n. the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets
n. temperament or disposition
n. people viewed as members of a group
v. smear with blood, as in a hunting initiation rite, where the face of a person is smeared with the blood of the kill","n. 血, 血统, 流血, 气质, 生命
vt. 使出血, 用血涂",v:1/n:99,4,1,zk gk cet4 ky ielts,980,692,blood
island,island,'ailәnd,"n. a land mass (smaller than a continent) that is surrounded by water
n. a zone or area resembling an island","n. 岛, 岛屿, 孤立地区, 安全岛
vt. 使成岛状, 孤立",n:100,4,1,zk gk cet4 cet6 ky ielts,982,1512,island
culture,culture,'kʌltʃә,"n. a particular society at a particular time and place
n. the tastes in art and manners that are favored by a social group
n. (biology) the growing of microorganisms in a nutrient medium (such as gelatin or agar)
n. the attitudes and behavior that are characteristic of a particular social group or organization","n. 文化, 修养, 耕种
vt. 耕种, 培养",n:100,4,1,zk gk cet4 cet6 ky toefl ielts,983,611,culture
January,january,'dʒænjuәri,n. the first month of the year; begins 10 days after the winter solstice,n. 一月,,4,1,zk gk ielts,984,0,january
green,green,gri:n,"n. green color or pigment; resembling the color of growing grass
n. United States labor leader who was president of the American Federation of Labor from 1924 to 1952 and who led the struggle with the Congress of Industrial Organizations (1873-1952)
n. an environmentalist who belongs to the Green Party
n. a river that rises in western Wyoming and flows southward through Utah to become a tributary of the Colorado River","n. 绿色, 绿色颜料
a. 绿色的, 未成熟的, 新鲜的, 青春的, 无经验的, 脸色发青的",j:72/v:1/n:27,5,1,zk gk ielts gre,985,890,green
useful,useful,'ju:sful,a. being of use or service,"a. 有用的, 有益的
[机] 有用的, 有效的",j:100,4,1,zk gk cet4 cet6 ky ielts,986,2026,useful
depend,depend,di'pend,v. be contingent upon (something that is elided),"vi. 靠, 视...而定, 信赖",v:100,4,1,zk gk cet4 cet6 ky,987,1475,depend
Sunday,sunday,'sʌndi,"n. first day of the week; observed as a day of rest and worship by most Christians
n. United States evangelist (1862-1935)","n. 星期日
a. 星期日的, 业余的
vi. 度星期日",,4,1,zk gk ielts,988,0,sunday
majority,majority,mә'dʒɒriti,"n. the property resulting from being or relating to the greater in number of two parts; the main part
n. (elections) more than half of the votes
n. the age at which persons are considered competent to manage their own affairs","n. 多数, 大半
[计] 多数逻辑",n:100,4,1,gk cet4 cet6 ky toefl ielts,989,1085,majority
extent,extent,ik'stent,"n. the point or degree to which something extends
n. the distance or area or volume over which something extends","n. 范围, 程度, 区域
[计] 范围",n:100,3,1,cet4 cet6 ky toefl ielts,990,1758,extent
enable,enable,i'neibl,v. render capable or able for some task,"vt. 使能够
[计] 允许, 使能, 打开",v:100,3,1,cet4 cet6 ky toefl,991,2192,enable
competition,competition,.kɒmpi'tiʃәn,"n. a business relation in which two parties compete to gain customers
n. the act of competing as for profit or a prize","n. 竞争, 竞赛
[经] 竞争, 竞销, 比赛",n:100,4,1,zk gk cet4 cet6 ky toefl ielts,992,1345,competition
bar,bar,bɑ:,"n. a counter where you can obtain food or drink
n. a rigid piece of metal or wood; usually used as a fastening or obstruction or weapon
n. an obstruction (usually metal) placed at the top of a goal
n. (meteorology) a unit of pressure equal to a million dynes per square centimeter","n. 条, 棒, 酒吧, 栅, 障碍物
vt. 禁止, 阻挡, 妨碍
[计] 棒形图",v:11/n:89,4,1,gk cet4 ky toefl ielts gre,993,991,bar
parliament,parliament,'pɑ:lәmәnt,n. a legislative assembly in certain countries,"n. 国会, 议会
[法] 会议, 国会, 议院",n:100,4,1,cet4 cet6 ky ielts,994,5169,parliament
goods,goods,guds,"n benefit
n moral excellence or admirableness
n that which is pleasing or valuable or useful
n articles of commerce","n. 货物
[经] 货物, 商品, 动产",,4,1,gk cet4 cet6 ky ielts,995,0,goods
speaker,speaker,'spi:kә,"n. someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)
n. the presiding officer of a deliberative assembly","n. 说话人, 讲演者, 发言人, 喇叭, 扬声器
[计] 扬声器",n:100,3,1,zk gk cet4 cet6 ky ielts,996,2535,speaker
check,check,tʃek,"n. a written order directing a bank to pay money
n. the bill in a restaurant
n. the act of inspecting or verifying
n. a mark left after a small piece has been chopped or broken off of something","n. 检查, 支票, 阻止物, 寄物牌, 象棋中将军
vt. 检查, 阻止, 核对, 寄存, 托运
vi. 逐项相符, 开支票
[计] 复选",n:30/v:70,4,1,zk gk toefl ielts gre,997,854,check
complete,complete,kәm'pli:t,"v. come or bring to a finish or an end; others finished in over 4 hours""
v. bring to a whole, with all the necessary parts or elements
v. complete a pass
v. write all the required information onto a form","a. 完全的, 十足的, 完成的
vt. 完成, 完工, 使圆满",j:44/v:56,5,1,zk gk cet4 cet6 ky toefl ielts,998,1207,complete
access,access,'ækses,"n. the right to obtain or make use of or take advantage of something (as services or membership)
n. a way of entering or leaving
n. a code (a series of characters or digits) that must be entered in some way (typed or dialed or spoken) to get the use of something (a telephone line or a computer or a local area network etc.)
n. (computer science) the operation of reading or writing stored information","n. 通路, 入口, 接近, 进入, 使用权, 发作
vt. 访问, 存取, 接近, 使用
[计] 访问, 存取",v:15/n:85,3,1,gk cet4 cet6 ky toefl ielts gre,999,1113,access
star,star,stɑ:,"n. (astronomy) a celestial body of hot gases that radiates energy derived from thermonuclear reactions in the interior
n. any celestial body visible (as a point of light) from the Earth at night
n. an actor who plays a principal role
n. a plane figure with 5 or more points; often used as an emblem","n. 星, 恒星, 星形物, 运气, 明星
vt. 以星状物装饰, 用星号标, 使成为明星
vi. 变成明星",v:7/j:3/n:90,5,1,zk gk ielts,1001,538,star
text,text,tekst,"n. the words of something written
n. a passage from the Bible that is used as the subject of a sermon
n. the main body of a written work (as distinct from illustrations or footnotes etc.)","n. 文本, 正文, 课文, 主题, 圣经文句, 乐谱
[计] 电文; 文本; 正文",n:100,3,1,zk gk ielts,1002,1289,text
thirty,thirty,'θә:ti,"n. the cardinal number that is the product of ten and three
s. being ten more than twenty","num. 三十, 三十个",m:100,5,0,zk gk,1003,2833,thirty
easily,easily,'i:zili,"r. with ease (`easy' is sometimes used informally for `easily')
r. without question","adv. 容易地, 轻易地, 流利地",r:100,3,1,gk cet4,1004,1211,easily
trouble,trouble,'trʌbl,"n. a source of difficulty
n. an event causing distress or pain
n. an effort that is inconvenient
n. an unwanted pregnancy","n. 烦恼, 麻烦, 困难, 动乱, 故障
vt. 困扰, 麻烦, 使烦恼, 折磨
vi. 烦恼, 费心",v:12/n:88,4,1,zk gk toefl ielts,1005,981,trouble
