word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
compatible,compatible,kәm'pætәbl,"a. able to exist and perform in harmonious or agreeable combination
a. capable of being used with or connected to other devices or components without modification
s. capable of forming a homogeneous mixture that neither separates nor is altered by chemical interaction","a. 能共处的, 可并立的, 适合的
[计] 相容的; 兼容的",j:100,2,0,cet6 ky toefl ielts gre,5142,7017,compatible
compatriot,compatriot,kәm'pætriәt,n. a person from your own country,"n. 同国人
a. 同国的, 同胞的",n:100,1,0,cet6 gre,18779,15497,compatriot
compel,compel,kәm'pel,"v. force somebody to do something
v. necessitate or exact","vt. 强迫, 迫使",v:100,2,0,cet4 cet6 ky toefl ielts gre,4965,4449,compel
compensate,compensate,'kɒmpenseit,"v. adjust for
v. make amends for; pay compensation for
v. make payment to; compensate","v. 偿还, 补偿, 付报酬",v:100,2,0,gk cet6 ky toefl ielts gre,4464,5037,compensate
compensation,compensation,.kɒmpen'seiʃәn,"n. something (such as money) given or received as payment or reparation (as for a service or loss or injury)
n. (psychiatry) a defense mechanism that conceals your undesirable shortcomings by exaggerating desirable behaviors","n. 补偿, 赔偿金, 工资
[医] 代偿(机能), 补偿",n:100,3,0,cet6 ky toefl ielts,2611,3796,compensation
compete,compete,kәm'pi:t,v. compete for something; engage in a contest; measure oneself against others,"vi. 竞争, 对抗",v:100,3,1,gk cet4 cet6 ky toefl gre,2583,2065,compete
competence,competence,'kɒmpitәns,n. the quality of being adequately or well qualified physically and intellectually,"n. 胜任, 职称, 能力
[医] 能力, 活性",n:100,1,0,gk cet6 toefl ielts gre,4201,5191,competence
competent,competent,'kɒmpitәnt,"a. properly or sufficiently qualified or capable or efficient
s. adequate for the purpose
a. legally qualified or sufficient","a. 能干的, 胜任的, 有效的, 足够的
[经] 有权的, 授权的, 胜任的",j:100,2,0,cet4 cet6 ky toefl,4995,5797,competent
competition,competition,.kɒmpi'tiʃәn,"n. a business relation in which two parties compete to gain customers
n. the act of competing as for profit or a prize","n. 竞争, 竞赛
[经] 竞争, 竞销, 比赛",n:100,4,1,zk gk cet4 cet6 ky toefl ielts,992,1345,competition
competitive,competitive,kәm'petitiv,"a. involving competition or competitiveness
s. subscribing to capitalistic competition
s. showing a fighting disposition","a. 竞争的
[经] 竞争的",j:100,3,1,cet4 cet6 ky ielts,2363,2307,competitive
competitor,competitor,kәm'petitә,n the contestant you hope to defeat,"n. 竞争者
[经] 竞争者, 竞争对手",n:100,3,0,gk cet6,3328,3259,competitor
compile,compile,kәm'pail,v. use a computer program to translate source code written in a particular programming language into computer-readable machine code that can be executed,"vt. 编译, 编辑, 编纂, 收集
[计] 编译",v:100,2,0,cet4 cet6 ky toefl ielts gre,4566,5289,compile
complain,complain,kәm'plein,"v. express complaints, discontent, displeasure, or unhappiness
v. make a formal accusation; bring a formal charge","v. 抱怨, 抗议, 控诉",v:100,4,1,cet4 cet6 ky toefl,2033,1859,complain
complaint,complaint,kәm'pleint,"n. (formerly) a loud cry (or repeated cries) of pain or rage or sorrow
n. an expression of grievance or resentment
n. (civil law) the first pleading of the plaintiff setting out the facts on which the claim for relief is based","n. 诉苦, 抱怨, 控诉
[医] 陈诉; 病",n:100,3,1,cet4 cet6 ky toefl ielts,1996,2325,complaint
complement,complement,'kɒmplimәnt,"n. a word or phrase used to complete a grammatical construction
n. a complete number or quantity
n. number needed to make up a whole force
n. something added to complete or embellish or make perfect","n. 补足物, 补语, 补数
vt. 补充, 补足
[计] 补码; 反相器; 补数",n:29/v:71,2,0,cet6 ky toefl ielts,5703,6760,complement
complete,complete,kәm'pli:t,"v. come or bring to a finish or an end; others finished in over 4 hours""
v. bring to a whole, with all the necessary parts or elements
v. complete a pass
v. write all the required information onto a form","a. 完全的, 十足的, 完成的
vt. 完成, 完工, 使圆满",j:44/v:56,5,1,zk gk cet4 cet6 ky toefl ielts,998,1207,complete
completely,completely,kәm'pli:tli,r. so as to be complete; with everything necessary,"adv. 完全地, 十分地, 圆满地",r:100,0,1,cet4 cet6,1163,1169,completely
completion,completion,kәm'pli:ʃәn,"n. (American football) a successful forward pass in football
n. a concluding action","n. 完成
[经] 完井, 结束, 完工",n:100,0,0,cet6,3047,5019,completion
complex,complex,kәm'pleks,"n. a conceptual whole made up of complicated and related parts
n. a compound described in terms of the central atom to which other atoms are bound or coordinated
n. (psychoanalysis) a combination of emotions and impulses that have been rejected from awareness but still influence a person's behavior
a. complicated in structure; consisting of interconnected parts","n. 综合体, 情结, 络合物
a. 复杂的, 组合的",j:71/n:29,4,1,gk cet4 cet6 ky toefl ielts,1339,1598,complex
complexity,complexity,kәm'pleksiti,n. the quality of being intricate and compounded,"n. 复杂, 复杂性, 复杂的事物",n:100,2,0,cet6 toefl,3335,3757,complexity
complicate,complicate,'kɒmplikeit,"v. make more complicated
v. make more complex, intricate, or richer","vt. 弄复杂, 使错综, 使恶化
vi. 变复杂",v:100,1,1,cet4 cet6 ky toefl gre,9479,5983,complicate
complicated,complicated,'kɒmplikeitid,s. difficult to analyze or understand,"a. 复杂的
[医] 并发的",j:100,3,1,cet4 cet6 ky toefl ielts,2736,2750,complicated
complication,complication,.kɒmpli'keiʃәn,"n. the act or process of complicating
n. a situation or condition that is complex or confused
n. any disease or disorder that occurs during the course of (or because of) another disease
n. a development that complicates a situation","n. 复杂化, 复杂情况
[医] 并发症, 并发病",n:100,2,0,cet6 ky toefl ielts,4982,4995,complication
compliment,compliment,'kɒmplimәnt,"n. a remark (or act) expressing praise and admiration
v. say something to someone that expresses praise
v. express respect or esteem for","n. 称赞, 恭维, 敬意
vt. 称赞, 褒扬, 恭维",v:28/n:72,2,0,cet6 ky toefl ielts gre,6865,7568,compliment
comply,comply,kәm'plai,"v. act in accordance with someone's rules, commands, or wishes","vi. 顺从, 依从
[法] 遵守, 承诺, 照做",v:100,2,0,cet6 ky toefl ielts gre,3441,4637,comply
component,component,kәm'pәunәnt,"n. an abstract part of something
n. an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system","n. 元件, 组件, 成分
a. 组成的, 构成的
[计] 组件",j:1/n:99,3,0,gk cet4 cet6 ky toefl ielts gre,1631,1760,component
compose,compose,kәm'pәuz,"v. form the substance of
v. write music
v. put together out of existing material
v. calm (someone, especially oneself); make quiet","vt. 组成, 写作, 作曲, 使平静
vi. 创作, 排字
[计] 编写",v:100,3,0,cet4 cet6 ky toefl ielts gre,3128,3379,compose
composer,composer,kәm'pәuzә,n. someone who composes music as a profession,"n. 作曲家, 作家, 调停者",n:100,2,0,cet6 gre,4435,4999,composer
composite,composite,kәm'pɒzit,"n. considered the most highly evolved dicotyledonous plants, characterized by florets arranged in dense heads that resemble single flowers
s. consisting of separate interconnected parts
a. of or relating to or belonging to the plant family Compositae","a. 合成的, 混合成的, 菊科的
n. 合成物, 复合材料, 菊科",j:71/n:29,2,0,cet6 ky ielts,8078,6741,composite
composition,composition,kɒmpә'ziʃәn,"n. the spatial property resulting from the arrangement of parts in relation to each other and to the whole
n. a mixture of ingredients
n. an essay (especially one written as an assignment)
n. something that is created by arranging several things to form a unified whole","n. 作文, 创作, 组成
[化] 成分; 组成",n:100,1,0,zk gk cet4 cet6 ky toefl ielts,2911,3000,composition
compound,compound,kәm'paund,"n. a whole formed by a union of two or more elements or parts
n. (chemistry) a substance formed by chemical union of two or more elements or ingredients in definite proportion by weight
n. an enclosure of residences and other building (especially in the Orient)
v. put or add together","n. 混合物, 复合词, 化合物, 院子
a. 复合的, 混合的, 化合的
vi. 化合, 和解, 妥协
vt. 使复合, 使化合",v:27/n:73,2,0,cet4 cet6 ky toefl ielts gre,3595,3428,compound
comprehend,comprehend,.kɒmpri'hend,"v get the meaning of something
v to become aware of through the senses
v include in scope; include as part of something broader; have as one's sphere or territory","vt. 理解, 包括",v:100,1,0,cet6 ky toefl gre,8488,6899,comprehend
comprehension,comprehension,.kɒmpri'henʃәn,n. an ability to understand the meaning or importance of something (or the knowledge acquired as a result),"n. 理解, 包含",n:100,1,0,gk cet4 cet6 ky toefl,7886,7826,comprehension
comprehensive,comprehensive,.kɒmpri'hensiv,"a. including all or everything
s. broad in scope","a. 广泛的, 有理解力的, 综合的
[经] 广泛的, 综合的, 全面的",j:99/n:1,3,0,cet4 cet6 ky toefl gre,2442,2896,comprehensive
compress,compress,kәm'pres,"n. a cloth pad or dressing (with or without medication) applied firmly to some part of the body (to relieve discomfort or reduce fever)
v. make more compact by or as if by pressing
v. squeeze or press together","vt. 压缩, 压紧
vi. 受压缩小
[计] 压缩程序",n:9/v:91,1,0,cet4 cet6 ky toefl ielts gre,9573,9510,compress
compression,compression,kәm'preʃәn,"n. the process or result of becoming smaller or pressed together
n. encoding information while reducing the bandwidth or bits required
n. applying pressure","n. 压缩, 压紧
[计] 压缩",n:100,0,0,cet6 toefl,8171,8364,compression
comprise,comprise,kәm'praiz,"v be composed of
v include or contain; have as a component
v form or compose","vt. 包含, 构成",v:100,2,0,cet4 cet6 ky toefl ielts,2504,4392,comprise
compromise,compromise,'kɒmprәmaiz,"n. a middle way between two extremes
n. an accommodation in which both sides make concessions
v. make a compromise; arrive at a compromise; we all must compromise""
v. settle by concession","n. 妥协, 折中, 折中方案, 和解
vi. 妥协处理
vt. 危害",v:42/n:58,3,0,gk cet4 cet6 ky toefl ielts gre,3685,3751,compromise
compulsory,compulsory,kәm'pʌlsәri,s. required by rule,"a. 被强制的, 强迫的, 义务的
[经] 强迫的, 强制的",j:100,2,0,gk cet6 ky toefl ielts gre,3997,12735,compulsory
compute,compute,kәm'pju:t,v make a mathematical calculation or computation,"v. 计算, 估算
n. 计算, 估算",v:100,1,0,cet4 cet6 ky toefl ielts,10477,7824,compute
comrade,comrade,'kɒmreid,n. a fellow member of the Communist Party,"n. 同志, 伙伴",n:100,1,0,gk cet4 cet6 ky,6545,7425,comrade
conceal,conceal,kәn'si:l,v. hold back; keep from being perceived by others,"vt. 隐藏, 掩盖, 隐瞒
[法] 隐瞒, 隐匿, 保守秘密",v:100,2,0,cet4 cet6 ky toefl ielts gre,3994,5148,conceal
concede,concede,kәn'si:d,"v. admit (to a wrongdoing)
v. be willing to concede
v. give over; surrender or relinquish to the physical control of another
v. acknowledge defeat","vt. 承认, 退让
vi. 让步",v:100,3,0,cet6 ky toefl ielts gre,3862,4192,concede
conceit,conceit,kәn'si:t,"n. an elaborate poetic image or a far-fetched comparison of very dissimilar things
n. a witty or ingenious turn of phrase
n. an artistic device or effect
n. the trait of being unduly vain and conceited; false pride","n. 自负, 空想, 狂妄",n:100,1,0,cet6 toefl gre,19353,17757,conceit
conceive,conceive,kәn'si:v,v. become pregnant; undergo conception,"vt. 构思, 认为
vi. 怀孕",v:100,2,0,cet6 ky toefl ielts gre,3806,4169,conceive
concentrate,concentrate,'kɒnsәntreit,"n. a concentrated form of a foodstuff; the bulk is reduced by removing water
n. a concentrated example of something
v. make denser, stronger, or purer
v. direct one's attention on something","n. 浓缩, 精选
v. 集中, 专心",n:3/v:97,3,1,gk cet4 cet6 ky ielts gre,1341,2358,concentrate
concentrated,concentrated,'kɒnsәntreitid,"a. gathered together or made less diffuse
s. of or relating to a solution whose dilution has been reduced
s. intensely focused","a. 集中的, 浓缩的
[建] 浓的",j:100,2,0,cet6,8461,10098,concentrated
concentration,concentration,.kɒnsәn'treiʃәn,"n. the strength of a solution; number of molecules of a substance in a given volume
n. the spatial property of being crowded together
n. strengthening the concentration (as of a solute in a mixture) by removing diluting material
n. increase in density","n. 集中, 专心
[化] 浓度; 浓缩",n:100,3,1,cet4 cet6 ky,1564,2752,concentration
concept,concept,'kɒnsept,n. an abstract or general idea inferred or derived from specific instances,"n. 观念, 概念
[医] 概念",n:100,3,1,gk cet4 cet6 ky toefl,1101,1158,concept
conception,conception,kɒn'sepʃәn,n. the act of becoming pregnant; fertilization of an ovum by a spermatozoon,"n. 观念, 概念
[医] 妊娠, 受孕; 概念",n:100,2,0,cet6 toefl ielts gre,3245,4636,conception
concern,concern,kәn'sә:n,"n. something that interests you because it is important or affects you
n. an anxious feeling
n. a feeling of sympathy for someone or something
n. something or someone that causes anxiety; a source of unhappiness","n. 关心, 忧虑
vt. 与...有关, 使担心, 使挂念",v:14/n:86,5,1,gk cet4 cet6 ky ielts,836,717,concern
concerning,concerning,kәn'sә:niŋ,"v be relevant to
v be on the mind of","prep. 关于
[法] 关于",i:100,2,1,cet4 cet6 ky toefl,2659,3395,concerning
concert,concert,'kɒnsәt,"n. a performance of music by players or singers not involving theatrical staging
v. contrive (a plan) by mutual agreement
v. settle by agreement","n. 音乐会, 和声, 一致
vt. 协力, 协调
vi. 协力
[计] 美国北卡罗来纳州Internet网",n:100,3,1,zk gk cet4 cet6 ky toefl ielts,2941,2515,concert
concession,concession,kәn'seʃәn,"n. a contract granting the right to operate a subsidiary business
n. the act of conceding or yielding
n. a point conceded or yielded","n. 特许, 让步, 认可
[经] 核准, 许可, 特殊(权)",n:100,3,0,cet6 ky toefl ielts gre,3835,5001,concession
concise,concise,kәn'sais,a. expressing much in few words,"a. 简洁的, 简明的",j:100,1,0,cet6 ky toefl ielts gre,11311,15935,concise
conclude,conclude,kәn'klu:d,"v. bring to a close
v. reach a conclusion after a discussion or deliberation
v. come to a close
v. reach agreement on","vt. 结束, 作结论, 推断
vi. 结束, 推断",v:100,3,1,gk cet4 cet6 ky toefl,1687,1670,conclude
conclusion,conclusion,kәn'klu:ʒәn,"n. an intuitive assumption
n. the proposition arrived at by logical reasoning (such as the proposition that must follow from the major and minor premises of a syllogism)
n. a final settlement
n. the last section of a communication","n. 结论, 结尾, 推论
[法] 缔结, 结论, 推论",n:100,3,1,gk cet4 cet6 ky ielts,1282,1666,conclusion
concrete,concrete,'kɒnkri:t,"n. a strong hard building material composed of sand and gravel and cement and water
v. cover with cement
v. form into a solid mass; coalesce
a. capable of being perceived by the senses; not abstract or imaginary","n. 凝结物, 混凝土
a. 具体的, 实在的, 混凝土的
v. (使)凝结, 用混凝土浇筑",j:68/n:32,3,1,gk cet4 cet6 ky toefl ielts gre,3840,3310,concrete
condemn,condemn,kәn'dem,"v. express strong disapproval of
v. declare or judge unfit for use or habitation
v. compel or force into a particular state or activity
v. demonstrate the guilt of (someone)","vt. 判刑, 责备, 谴责
[法] 定罪, 判刑, 宣告有罪",v:100,3,0,gk cet4 cet6 ky toefl ielts gre,3223,4138,condemn
condense,condense,kәn'dens,"v. undergo condensation; change from a gaseous to a liquid state and fall in drops
v. remove water from
v. cause a gas or vapor to change into a liquid
v. become more compact or concentrated","vt. 使浓缩, 使压缩, 缩短
vi. 浓缩, 凝结",v:100,1,0,cet4 cet6 ky toefl ielts gre,13961,13674,condense
condition,condition,kәn'diʃәn,"n. a state at a particular time
n. an assumption on which rests the validity or effect of something else
n. a mode of being or form of existence of a person or thing
n. the state of (good) health (especially in the phrases `in condition' or `in shape' or `out of condition' or `out of shape')","n. 情况, 条件
vt. 使健康, 以...为条件, 决定, 使适应
[计] 条件",v:2/n:98,5,1,zk gk cet4 cet6 ky toefl ielts,399,629,condition
conduct,conduct,"'kɔndʌkt, -dәkt","v. direct the course of; manage or control
v. lead, as in the performance of a composition; Barenboim conducted the Chicago symphony for years""
v. lead musicians in the performance of","n. 行为, 举动, 指导
vt. 为人, 指挥, 管理, 实施
vi. 领导, 传导, 指挥",n:19/v:81,4,1,gk cet4 cet6 ky toefl gre,1792,1162,conduct
conductor,conductor,kәn'dʌktә,"n. the person who leads a musical group
n. a substance that readily conducts e.g. electricity and heat
n. the person who collects fares on a public conveyance
n. a device designed to transmit electricity, heat, etc.","n. 领导者, 指挥者, 售票员, 向导
[化] 导体",n:100,2,0,gk cet4 cet6 ky toefl,6176,5912,conductor
confer,confer,kәn'fә:,"v. have a conference in order to talk something over
v. present","vt. 授予, 带来
vi. 协商",v:100,1,0,cet6 ky toefl ielts gre,4769,7144,confer
conference,conference,'kɒnfәrәns,"n. a prearranged meeting for consultation or exchange of information or discussion (especially one with a formal agenda)
n. a discussion among participants who have an agreed (serious) topic","n. 会议
[经] 会议, 讨论会, 协商会",n:100,5,1,zk gk cet4 cet6 ky toefl ielts gre,890,965,conference
confess,confess,kәn'fes,"v. confess to a punishable or reprehensible deed, usually under pressure
v. confess to God in the presence of a priest, as in the Catholic faith","v. 承认, 坦白, 忏悔, 供认",v:100,2,0,cet4 cet6 ky toefl ielts gre,4102,3950,confess
confidence,confidence,'kɒnfidәns,"n. a feeling of trust (in someone or something)
n. a state of confident hopefulness that events will be favorable
n. a trustful relationship
n. a secret that is confided or entrusted to another","n. 信心
[电] 可靠",n:100,4,1,cet4 cet6 ky toefl ielts gre,1342,1870,confidence
confident,confident,'kɒnfidәnt,"a. having or marked by confidence or assurance
s. not liable to error in judgment or action","a. 有信心的, 有把握的",j:100,3,1,gk cet4 cet6 ky toefl ielts,2580,2866,confident
confidential,confidential,.kɒnfi'denʃәl,"s. entrusted with private information and the confidence of another
s. (of information) given in confidence or in secret
s. denoting confidence or intimacy
s. the level of official classification for documents next above restricted and below secret; available only to persons authorized to see documents so classified","a. 机密的, 获他人信赖的, 易于信任他人的
[经] 秘密件",j:100,2,0,gk cet6 ky toefl ielts gre,5254,7010,confidential
configuration,configuration,kәn.figju'reiʃәn,n. an arrangement of parts or elements,"n. 结构, 表面配置, 外形, 配置
[计] 配置",n:100,1,0,cet6 toefl ielts gre,4862,6153,configuration
confine,confine,kәn'fain,"v. prevent from leaving or from being removed
v. deprive of freedom; take into confinement","vt. 限制, 使不外出, 禁闭
vi. 邻接, 交界
n. 边缘, 范围, 区域",v:100,2,1,cet4 cet6 ky toefl ielts gre,2898,5337,confine
confirm,confirm,kәn'fә:m,"v. establish or strengthen as with new evidence or facts
v. strengthen or make more firm
v. make more firm
v. support a person for a position","vt. 证实, 确定, 批准, 使巩固
[计] 确认",v:100,4,1,gk cet4 cet6 ky toefl ielts gre,1156,1851,confirm
confirmation,confirmation,.kɒnfә'meiʃәn,"n. additional proof that something that was believed (some fact or hypothesis or theory) is correct
n. information that confirms or verifies
n. a ceremony held in the synagogue (usually at Pentecost) to admit as adult members of the Jewish community young men and women who have successfully completed a course of study in Judaism","n. 证实, 证明, 批准, 确认
[计] 确认",n:100,0,0,cet6 toefl ielts,4971,5360,confirmation
conflict,conflict,'kɒnflikt,"n. an open clash between two opposing groups (or individuals)
n. opposition between two simultaneous but incompatible feelings
n. a state of opposition between persons or ideas or interests
n. an incompatibility of dates or events","n. 战斗, 冲突, 矛盾, 争执
vi. 争执, 战斗, 冲突, 抵触
[计] 冲突",v:5/n:95,4,1,gk cet4 cet6 ky toefl ielts gre,1364,1179,conflict
conform,conform,kәn'fɒ:m,"v. be similar, be in line with","vt. 使一致, 使遵守, 使符合
vi. 一致, 符合, 适应",v:100,2,0,cet6 ky toefl ielts gre,4792,6957,conform
conformity,conformity,kәn'fɒ:miti,"n. correspondence in form or appearance
n. acting according to certain accepted standards
n. orthodoxy in thoughts and belief","n. 遵照, 适合, 一致, 相似
[计] 符合度",n:100,1,0,cet6 ky toefl gre,8985,11474,conformity
confront,confront,kәn'frʌnt,"v. oppose, as in hostility or a competition
v. deal with (something unpleasant) head on
v. present somebody with something, usually to accuse or criticize
v. be face to face with","vt. 使面对, 对抗, 遭遇, 使对质, 比较
[法] 对证, 使对质, 比较",v:100,3,1,cet6 ky toefl ielts gre,3105,2415,confront
confrontation,confrontation,.kɔnfrʌn'teiʃәn,"n. a bold challenge
n. discord resulting from a clash of ideas or opinions
n. a hostile disagreement face-to-face
n. the act of hostile groups opposing each other",n. 对抗；对质；面对,n:100,3,0,cet6,5001,4459,confrontation
confuse,confuse,kәn'fju:z,"v. mistake one thing for another
v. be confusing or perplexing to; cause to be unable to think clearly
v. cause to feel embarrassment
v. make unclear, indistinct, or blurred","vt. 使混乱, 使狼狈, 使困惑
[法] 混淆",v:100,2,1,gk cet4 cet6 ky toefl ielts,4666,3518,confuse
confusion,confusion,kәn'fju:ʒәn,"n. disorder resulting from a failure to behave predictably
n. a mental state characterized by a lack of clear and orderly thought and behavior
n. a feeling of embarrassment that leaves you confused
n. an act causing a disorderly combination of elements with identities lost and distinctions blended","n. 混乱, 混淆, 无秩序
[计] 含混",n:100,2,1,cet4 cet6 ky toefl ielts,2692,3335,confusion
congest,congest,kәn'dʒest,v become or cause to become obstructed,"vt. 使充满, 使拥塞, 使充血
vi. 充塞, 充血, 拥挤",,0,0,cet6 gre,0,0,congest
congratulate,congratulate,kәn'grætʃәleit,v. express congratulations,"vt. 祝贺, 庆贺",v:100,2,0,gk cet4 cet6 ky,6017,8361,congratulate
congratulation,congratulation,kәn.grætʃә'leiʃәn,"n. the act of acknowledging that someone has an occasion for celebration
n. (usually plural) an expression of pleasure at the success or good fortune of another","n. 祝贺, 恭喜",,0,0,gk cet4 cet6 ky toefl,23287,0,congratulation
congress,congress,'kɒŋgres,"n. the legislature of the United States government
n. a meeting of elected or appointed representatives
n. a national legislative assembly","n. 国会, 会议, 讨论会
[医] 会议, 会合",n:100,2,1,cet4 cet6 ky toefl ielts,1695,638,congress
conjunction,conjunction,kәn'dʒʌŋkʃәn,"n. an uninflected function word that serves to conjoin words or phrases or clauses or sentences
n. the grammatical relation between linguistic units (words or phrases or clauses) that are connected by a conjunction
n. (astronomy) apparent meeting or passing of two or more celestial bodies in the same degree of the zodiac","n. 连接词, 联合, 结合
[计] 合取",i:75/n:25,2,0,cet4 cet6 ky toefl ielts gre,11901,7557,conjunction
connect,connect,kә'nekt,"v. connect, fasten, or put together two or more pieces
v. be or become joined or united or linked
v. join by means of communication equipment
v. land on or hit solidly","v. 连接, 联合, 联系",v:100,2,1,zk gk cet4 cet6 ky toefl,2042,1636,connect
connection,connection,kә'nekʃәn,"n. a relation between things or events (as in the case of one causing the other or sharing features with it)
n. the state of being connected
n. an instrumentality that connects
n. (usually plural) a person who is influential and to whom you are connected in some way (as by family or friendship)","n. 连接, 关系, 前后关系
[计] 连接",n:100,3,1,gk cet4 cet6 ky toefl,1669,1421,connection
conquer,conquer,'kɒŋkә,v. overcome by conquest,"vt. 克服, 征服, 战胜
vi. 得胜",v:100,2,0,cet4 cet6 ky toefl ielts gre,7582,6737,conquer
conqueror,conqueror,'kɒŋkәrә,n. someone who is victorious by force of arms,"n. 征服者, 胜利者",n:100,1,0,cet6 ielts,11626,16027,conqueror
conquest,conquest,'kɒŋkwest,"n. the act of conquering
n. success in mastering something difficult","n. 战胜, 征服, 战利品
[法] 征服, 赢得, 获得",n:100,1,0,cet4 cet6 ky ielts gre,6507,7652,conquest
conscience,conscience,'kɒnʃәns,"n. motivation deriving logically from ethical or moral principles that govern a person's thoughts and actions
n. conformity to one's own sense of right conduct
n. a feeling of shame when you do something immoral","n. 良心
[法] 良心, 道德感, 正义感",n:100,2,0,gk cet4 cet6 ky toefl ielts gre,4273,4641,conscience
conscious,conscious,'kɒnʃәs,"s. intentionally conceived
a. knowing and perceiving; having awareness of surroundings and sensations and thoughts
s. (followed by `of') showing realization or recognition of something","a. 有意识的, 知觉的, 觉察的
[医] 有意识的, 清醒的",j:100,3,1,cet4 cet6 ky toefl ielts,2633,3845,conscious
consciousness,consciousness,'kɒnʃәsnis,n. an alert cognitive state in which you are aware of yourself and your situation,"n. 意识, 知觉, 自觉
[医] (有)意识, 清醒",n:100,3,0,cet4 cet6 toefl,2985,3224,consciousness
consecutive,consecutive,kәn'sekjutiv,"s. in regular succession without gaps
r. in a consecutive manner","a. 连续的, 联贯的
[计] 连续的; 连接的",j:100,2,0,cet6 ky toefl ielts,7149,4845,consecutive
consensus,consensus,kәn'sensәs,n. agreement in the judgment or opinion reached by a group as a whole,"n. 合意, 一致, 同感
[计] 合意",n:100,2,0,gk cet6 ky toefl ielts gre,3897,3317,consensus
consent,consent,kәn'sent,n. permission to do something,"n. 同意, 许可
vi. 同意, 赞同",v:17/n:83,2,0,cet4 cet6 ky ielts gre,2503,4391,consent
consequence,consequence,'kɒnsikwәns,"n. a phenomenon that follows and is caused by some previous phenomenon
n. the outcome of an event especially as relative to an individual
n. having important effects or influence","n. 结果, 重要性
[法] 结果, 后果, 推断",n:100,3,1,gk cet4 cet6 ky toefl ielts gre,1234,1626,consequence
consequent,consequent,'kɒnsikwәnt,s following or accompanying as a consequence,"n. 随后发生的事情, 结果
a. 作为结果的, 合乎逻辑的",j:100,1,0,cet6 toefl ielts,6594,14817,consequent
consequently,consequently,'kɒnsikwәntli,"r. (sentence connectors) because of the reason given
r. as a consequence",adv. 所以,r:100,2,0,cet4 cet6 ky toefl,3023,4363,consequently
conservation,conservation,.kɒnsә'veiʃәn,"n. an occurrence of improvement by virtue of preventing loss or injury or other change
n. the preservation and careful management of the environment and of natural resources
n. (physics) the maintenance of a certain quantities unchanged during chemical reactions or physical transformations","n. 保护, 保存
[医] 保存",n:100,2,0,gk cet4 cet6 ky toefl ielts,3076,2820,conservation
Conservative,conservative,kәn'sә:vәtiv,"n. a person who is reluctant to accept changes and new ideas
n. a member of a Conservative Party
a. resistant to change
s. having social or political views favoring conservatism","a. 保守的, 守旧的, 有保存力的
[化] 防腐剂; 保存剂",j:62/n:38,4,1,gk cet4 cet6 ky toefl ielts gre,1497,1837,conservative
conserve,conserve,kәn'sә:v,"n. fruit preserved by cooking with sugar
v. keep constant through physical or chemical reactions or evolutionary change
v. keep in safety and protect from harm, decay, loss, or destruction
v. use cautiously and frugally","n. 蜜饯, 果酱
vt. 保存, 使(能量等)守恒",v:100,2,0,cet4 cet6 ky toefl ielts gre,7632,7938,conserve
consider,consider,kәn'sidŋ,"v. take into consideration for exemplifying purposes
v. show consideration for; take into account
v. think about carefully; weigh
v. regard or treat with consideration, respect, and esteem","v. 考虑, 思考, 认为",v:100,5,1,zk gk cet4 cet6 ky toefl,312,394,consider
considerable,considerable,kәn'sidәrәbl,a. large or relatively large in number or amount or extent or degree,"a. 相当的, 可观的, 重要的",j:100,4,1,cet4 cet6 ky toefl ielts gre,1042,2855,considerable
considerate,considerate,kәn'sidәrit,a. showing concern for the rights and feelings of others,"a. 体贴的, 体谅的, 考虑周到的",j:100,1,0,gk cet4 cet6 ky toefl ielts,13960,17092,considerate
consideration,consideration,kәn.sidә'reiʃәn,"n. the process of giving careful thought to something
n. a discussion of a topic (as in a meeting)
n. kind and considerate regard for others
n. a considerate and thoughtful act","n. 考虑, 原因
[法] 考虑, 思考, 报酬",n:100,2,1,gk cet4 cet6 ky toefl,1248,2487,consideration
consist,consist,kәn'sist,"v. have its essential character; be comprised or contained in; be embodied in
v. be consistent in form, tenor, or character; be congruous
v. be composed of","vi. 组成, 存在于, 一致",v:100,3,0,gk cet4 cet6 ky toefl ielts,1493,2190,consist
consistent,consistent,kәn'sistәnt,"a. (sometimes followed by `with') in agreement or consistent or reliable
s. the same throughout in structure or composition","a. 一致的, 坚持的, 并立的, 坚固的",j:100,3,0,gk cet4 cet6 ky toefl gre,2670,2225,consistent
consistently,consistently,,r in a systematic or consistent manner,"adv. 坚固, 坚实, 一致, 始终如一, 连贯
[计] 相容地",r:100,0,0,cet6 toefl,4182,3596,consistently
console,console,kәn'sәul,"n. a scientific instrument consisting of displays and an input device that an operator can use to monitor and control a system (especially a computer system)
n. an ornamental scroll-shaped bracket (especially one used to support a wall fixture)","vt. 安慰, 藉慰
n. 控制台
[计] 控制台",v:50/n:50,2,0,cet6 ky toefl ielts gre,11790,9160,console
consolidate,consolidate,kәn'sɒlideit,"v. unite into one
v. make firm or secure; strengthen
v. bring together into a single whole or system
v. form into a solid mass or whole","vt. 巩固, 使联合, 统一
vi. 巩固
[计] 合并计算",v:100,2,0,cet6 ky toefl ielts gre,6138,7157,consolidate
