word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
again,again,ә'gein,r. anew,"adv. 再一次, 又, 到原处",r:100,5,1,zk gk,156,184,again
never,never,'nevә,"r. not ever; at no time in the past or future
r. not at all; certainly not; not in any circumstances","adv. 从不, 决不, 不曾
[法] 永不, 决不, 从来没有",r:100,5,1,zk gk,157,138,never
under,under,'ʌndә,"s. lower in rank, power, or authority
r. down to defeat, death, or ruin
r. through a range downward
r. into unconsciousness","prep. 在...之下, 低于
a. 下面的, 从属的
adv. 在下面",i:88/r:12,5,1,zk gk,158,225,under
try,try,trai,"v. make an effort or attempt
v. give pain or trouble to
v. test the limits of
v. melt (fat or lard) in order to separate out impurities","n. 尝试, 试验, 审理, 审判
vt. 试, 尝试, 试验, 考验, 审问, 提炼
vi. 尝试, 试图",n:2/v:98,5,1,zk gk,159,127,try
service,service,'sә:vis,"n. work done by one person or group that benefits another
n. an act of help or assistance
n. the act of public worship following prescribed rules
n. a company or agency that performs a public service; subject to government regulation","n. 服务, 贡献, 雇佣, 公职, 服役, 功劳, 仪式, 送达, 行政部门
vt. 保养, 维修
a. 武装部队的, 服务性的, 仆人的, 耐用的
[计] 服务, 业务",v:2/n:98,5,1,zk gk ielts,160,263,service
call,call,kɒ:l,"n. a telephone connection
n. a special disposition (as if from a divine source) to pursue a particular course
n. a demand especially in the phrase ""the call of duty""
n. a brief social visit","n. 呼叫, 访问, 打电话, 号召, 召集, 要求
vt. 呼叫, 召集, 打电话
vi. 叫喊, 访问, 叫牌
[计] 调用; 呼叫; DOS内部命令:在批处理文件中调用另一个批处理文件",n:17/v:83,5,1,zk gk ielts,161,122,call
hand,hand,hænd,"n. the (prehensile) extremity of the superior limb
n. ability
n. a position given by its location to the side of an object
n. the cards held in a card game by a given player at any given time","n. 手, 爪, 指针, 掌握, 协助, 人手, 手艺, 手迹, 支配, 插手
vt. 交给, 支持, 搀扶",v:8/n:92,4,1,zk gk ielts,163,174,hand
much,much,mʌtʃ,"n. a great amount or extent
a. (quantifier used with mass nouns) great in quantity or degree or extent
r. to a great degree or extent
r. very","n. 大量, 许多, 重要的事
a. 很多的, 重要的
adv. 多, 甚, 几乎",c:1/r:34/d:65,5,1,zk gk,164,146,much
school,school,sku:l,"n. an educational institution
n. a building where young people receive education
n. the process of being formally educated at a school
n. a body of creative artists or writers or thinkers linked by a similar style or by similar teachers","n. 学校, 鱼群, 门派, 学派
vt. 教育, 训练, 培养
vi. 成群地游",v:1/n:99,5,1,zk gk ielts gre,165,125,school
party,party,'pɑ:ti,"n. an organization to gain political power
n. a group of people gathered together for pleasure
n. a band of people associated temporarily in some activity
n. an occasion on which people can assemble for social interaction and entertainment","n. 宴会, 党, 政党, 团体, 当事人, 聚会
v. 举办聚会",v:1/n:99,5,1,zk gk toefl ielts,166,351,party
small,small,smɒ:l,"n. the slender part of the back
n. a garment size for a small person
a. limited or below average in number or quantity or magnitude or extent
s. slight or limited; especially in degree or intensity or scope","a. 小的, 少的, 小型的, 低微的, 小气的, 细微的
adv. 些微地
n. 狭小部分",r:1/j:99,5,1,zk gk,168,203,small
why,why,hwai,"n. the cause or intention underlying an action or situation, especially in the phrase `the whys and wherefores'","adv. 为什么
n. 原因, 理由",r:99/n:1,5,1,zk gk,169,158,why
each,each,i:tʃ,"s. (used of count nouns) every one considered individually
r. to or from every one of two or more (considered individually)","a. 每个, 每一
adv. 每个
pron. 每个, 个人, 各自",p:22/d:78,5,1,zk gk,170,192,each
keep,keep,ki:p,"n. the main tower within the walls of a medieval castle or fortress
v. keep in a certain state, position, or activity; e.g., ""keep clean""
v. retain possession of
v. look after; be the keeper of; have charge of","n. 生计, 维持, 保持
vt. 保持, 保存, 遵守, 看守, 整理, 维持, 履行, 经营, 拘留, 记帐
vi. 保持, 继续不断",n:1/v:99,5,1,zk gk ielts,171,156,keep
provide,provide,prә'vaid,"v. give what is desired or needed, especially support, food or sustenance
v. determine (what is to happen in certain contingencies), especially by including a proviso condition or stipulation
v. supply means of subsistence; earn a living
v. take measures in preparation for","vt. 提供, 供应, 规定, 预备
vi. 作准备, 抚养, 规定",v:100,5,1,zk gk cet4 cet6 ky toefl,172,262,provide
while,while,hwail,n. a period of indeterminate length (usually short) marked by some action or condition,"n. 一会儿, (一段)时间
conj. 当...的时候, 虽然
vt. 消磨",c:88/n:12,4,1,zk gk,173,153,while
off,off,ɒf,"a. not in operation or operational
s. below a satisfactory level
a. (of events) no longer planned or scheduled
s. in an unpalatable state","a. 关着的, 不再生效的, 处于...境况的, 休假的, 空闲的
adv. 走开, ...掉, ...下, 休息, 出发, 隔断
prep. 离开, 脱落, 不在从事......, 在...之外
vi. 离开, 滚开
vt. 杀死
n. 关闭状态
[计] 关闭, 清屏命令",i:35/r:63/j:2,5,1,zk gk,174,205,off
country,country,'kʌntri,"n. the territory occupied by a nation
n. an area outside of cities and towns","n. 国家, 乡村, 地区, 故乡
a. 乡下的, 农村的
[计] DOS外部命令:用于设定国家代码, 包括日期时间及货币格式",n:100,5,1,zk gk ielts,175,166,country
point,point,pɒint,"n. a geometric element that has position but no extension
n. the precise location of something; a spatially limited location
n. a brief version of the essential meaning of something
n. an instant of time","n. 点, 小数点, 标点, 地点, 要点, 特点, 尖端, 分数, 得分, 穴位
vt. 弄尖, 强调, 指出, 加标点于, 瞄准
vi. 指, 指向, 表明",v:27/n:73,5,1,zk gk cet4 cet6 ky ielts,176,211,point
hold,hold,hәuld,"n. power by which something or someone is affected or dominated
n. a stronghold
n. a cell in a jail or prison
v. have or hold in one's hands or grip","n. 把握, 把持力, 柄, 控制, 掌握, 监禁
vt. 保存, 握住, 拿住, 占据, 持有, 拥有
vi. 支持, 持续, 有效
n. 保留
[计] 保留",n:6/v:94,4,1,zk gk ielts gre,178,213,hold
really,really,'riәli,"r in accordance with truth or fact or reality
r in actual fact
r in fact (used as intensifiers or sentence modifiers)
r used as intensifiers; `real' is sometimes used informally for `really'; `rattling' is informal","adv. 实际上, 真实地, 实在",r:100,5,1,zk,179,143,really
week,week,wi:k,"n. any period of seven consecutive days
n. a period of seven consecutive days starting on Sunday","n. 星期, 周",n:100,5,1,zk gk,180,188,week
large,large,lɑ:dʒ,"n. a garment size for a large person
a. above average in size or number or quantity or magnitude or extent
s. fairly large or important in effect; influential
s. having broad power and range and scope","a. 大的, 大量的, 宽大的, 广博的
adv. 大大地, 夸大地",r:3/j:97,5,1,zk gk,181,220,large
member,member,'membә,"n. one of the persons who compose a social group (especially individuals who have joined and participate in a group organization)
n. anything that belongs to a set or class
n. an organization that is a member of another organization (especially a state that belongs to a group of nations)","n. 成员, 会员
[医] │肢, 肢体",n:100,5,1,zk gk,182,285,member
turn,turn,tә:n,"n. the act of changing or reversing the direction of the course
n. (game) the activity of doing something in an agreed succession
n. an unforeseen development
n. the act of turning away or in the opposite direction","n. 转弯, 转动, 旋转, 翻转, 一圈, 顺次, 改动, 变化, 性格, 特色, 形状, 转折
vt. 使旋转, 转弯, 转动, 使转向, 驱赶, 阻挡, 兑换, 改写, 使作对, 绕过, 使流通
vi. 转动, 转弯, 转向, 翻转, 回转, 改变, 转身, 变成, 变质, 晕眩, 易脱手",n:13/v:87,5,1,zk gk,183,170,turn
always,always,'ɒ:lweiz,"r. at all times; all the time and on every occasion
r. at any time or in any event
r. forever; throughout all time","adv. 总是, 始终",r:100,5,1,zk gk,185,206,always
follow,follow,'fɒlәu,"v. to travel behind, go after, come after
v. come as a logical consequence; follow logically
v. travel along a certain course
v. come after in time, as a result","vt. 跟随, 沿行, 遵循, 追求
vi. 跟随, 接着
n. 跟随, 追随",n:1/v:99,5,1,zk gk cet4 cet6 ky,186,325,follow
end,end,end,"n. either extremity of something that has length
n. the point in time at which something ends
n. the concluding parts of an event or occurrence
n. a final part or section","n. 结束, 终点, 目标, 末端, 梢, 死亡, 残余
v. 结束, 终结, 终止
[计] 端; 结束",v:36/n:64,5,1,zk gk ielts,187,278,end
without,without,wi'ðaut,"prep. On or at the outside of; out of; not within; as,
   without doors.
prep. Out of the limits of; out of reach of; beyond.
prep. Not with; otherwise than with; in absence of,
   separation from, or destitution of; not with use or employment of;
   independently of; exclusively of; with omission; as, without labor;
   without damage.
conj. Unless; except; -- introducing a clause.
adv. On or art the outside; not on the inside; not within;
   outwardly; externally.
adv. Outside of the house; out of doors.","prep. 没有, 不, 在...之外
adv. 在外面, 户外
n. 外面, 外部",i:98/r:2,5,1,zk gk,188,218,without
few,few,fju:,"n. a small elite group
a. a quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number","a. 很少的, 不多的, 少数的
n. 少数",d:100,5,1,zk gk,189,185,few
within,within,wi'ðin,r on the inside,"n. 内部, 里头
adv. 在内部, 在内心里
prep. 在...之内",i:95/r:5,5,1,gk cet4 cet6 ky,190,352,within
local,local,'lәukәl,"n. public transport consisting of a bus or train that stops at all stations or stops
a. relating to or applicable to or concerned with the administration of a city or town or district rather than a larger area
a. of or belonging to or characteristic of a particular locality or neighborhood
a. affecting only a restricted part or area of the body","a. 地方性的, 当地的, 局部的, 乡土的, 本地的
n. 当地居民, 本地新闻, 局部
[计] 本地的; 局部",j:96/n:4,5,1,gk cet4 cet6 ky ielts,191,423,local
during,during,'djuәriŋ,"prep. In the time of; as long as the action or existence of;
   as, during life; during the space of a year.",prep. 在...的时候,i:100,5,1,zk gk,192,198,during
begin,begin,bi'gin,"n. Israeli statesman (born in Russia) who (as prime minister of Israel) negotiated a peace treaty with Anwar Sadat (then the president of Egypt) (1913-1992)
v. have a beginning, in a temporal, spatial, or evaluative sense
v. set in motion, cause to start
v. begin to speak or say","v. 开始
[计] 开始",v:100,5,1,zk gk,193,164,begin
state,state,steit,"n. the territory occupied by one of the constituent administrative districts of a nation
n. the way something is with respect to its main attributes
n. the group of people comprising the government of a sovereign state
n. a politically organized body of people under a single government","n. 州, 状态, 情形, 国家, 政府, 领土, 国务, 社会地位
a. 国家的, 正式的, 礼仪用的, 州的
vt. 说明, 陈述, 规定
[计] 状态",v:15/n:85,5,1,zk gk cet4 cet6 ky,194,137,state
bring,bring,briŋ,"v. take something or somebody with oneself somewhere
v. cause to come into a particular state or condition
v. cause to happen or to occur as a consequence
v. go or come after and bring or take back","vt. 带来, 产生, 促使, 提出
vi. 生产",v:100,5,1,zk gk ielts,195,215,bring
word,word,wә:d,"n. a unit of language that native speakers can identify
n. a brief statement
n. a verbal command for action
n. a word is a string of bits stored in computer memory","n. 话, 消息, 词, 诺言, 命令
vt. 用言辞表达
[计] 字",v:1/n:99,5,1,zk gk,196,244,word
although,although,ɒ:l'ðou,"conj. Grant all this; be it that; supposing that;
   notwithstanding; though.","conj. 虽然, 尽管",c:100,5,1,zk gk cet4 ky,197,378,although
before,before,bi'fɒ:,"r earlier in time; previously
r at or in the front","prep. 在...之前
conj. 在...之前
adv. 在前",i:51/c:31/r:18,5,1,zk gk,198,219,before
next,next,'nekst,r. at the time or occasion immediately following,"n. 下一个
a. 下一个的, 其次的, 贴近的
adv. 然后, 下次, 次于
[计] 近邻干扰",i:13/m:87,5,1,zk gk,199,217,next
family,family,'fæmәli,"n. a social unit living together
n. primary social group; parents and children
n. people descended from a common ancestor
n. (biology) a taxonomic group containing one or more genera","n. 家庭, 家人, 族
a. 家庭的",n:100,5,1,zk gk ielts,200,147,family
fact,fact,fækt,"n. a piece of information about circumstances that exist or events that have occurred
n. a statement or assertion of verified information about something that is the case or has happened
n. an event known to have happened or something known to have existed
n. a concept whose truth can be proved","n. 事实, 真实性, 真相, 细节, 论据",n:100,5,1,zk gk cet4 ky,201,235,fact
social,social,'sәuʃәl,"a. relating to human society and its members
a. living together or enjoying life in communities or organized groups
a. relating to or belonging to or characteristic of high society
s. composed of sociable people or formed for the purpose of sociability","a. 社会的, 群居的, 社交的
n. 联欢会",j:100,5,1,zk gk cet4 cet6 ky ielts,202,319,social
help,help,help,"v. give help or assistance; be of service
v. improve the condition of
v. be of use
v. contribute to the furtherance of","n. 帮忙, 帮助者, 补救办法, 有益的东西
vt. 帮助, 帮忙, 接济, 治疗, 款待
vi. 有用, 救命, 招待
[计] 帮助, 帮助程序; DOS外部命令: DOS命令的电子文件帮助程序",n:17/v:83,5,1,zk gk,204,167,help
start,start,stɑ:t,"n. the beginning of anything
n. a turn to be a starter (in a game at the beginning)
n. a line indicating the location of the start of a race or a game
n. the advantage gained by beginning early (as in a race)","n. 惊起, 出发, 开端, 起点, 吃惊, 有利条件
vi. 开始, 出发, 启动, 跳起, 吃惊, 出现, 松动, 脱落, 起价, 参赛
vt. 使惊起, 开动, 发动, 启动, 开始, 创办, 提议, 使松动, 使脱落, 起用
[计] 起始",n:11/v:89,5,1,zk gk,205,173,start
quite,quite,kwait,"r. to a degree (not used with a negative)
r. to the greatest extent; completely
r. of an unusually noticeable or exceptional or remarkable kind (not used with a negative)
r. actually or truly or to an extreme","adv. 相当, 完全, 十分",r:100,5,1,zk gk,206,561,quite
run,run,rʌn,"n. a score in baseball made by a runner touching all four bases safely
n. (American football) a play in which a player attempts to carry the ball through or past the opposing team
n. a regular trip
n. the act of running; traveling on foot at a fast pace","n. 跑, 赛跑, 奔跑, 奔跑的路程, 趋向, 流出, 运转时间, 连续
vi. 跑, 奔跑, 跑步, 赛跑, 竞赛, 行驶, 运转, 进行, 蔓延
vt. 使跑, 参赛, 追究, 驾驶, 开动, 管理, 经营, 使流出, 运行
a. 熔化的, 融化的, 浇铸的
run的过去式和过去分词
[计] 运行",n:15/v:85,5,1,zk gk,208,202,run
head,head,hed,"n. the upper part of the human body or the front part of the body in animals; contains the face and brains
n. a single domestic animal
n. a person who is in charge
n. the front of a military formation or procession","n. 头, 头脑, 领袖, 脑袋, 最前的部分
vt. 为首, 朝向, 前进, 用头顶
vi. 朝特定方向行进, (作物)结穗
a. 头的, 在顶端的, 主要的
[计] 磁头; 冲头",v:20/j:3/n:77,5,1,zk gk toefl,209,251,head
every,every,'evri,"s. (used of count nouns) each and all of the members of a group considered singly and without exception
s. each and all of a series of entities or intervals as specified","a. 每一, 所有的",a:99/r:1,5,1,zk gk,210,172,every
write,write,rait,"v. produce a literary work
v. communicate or express by writing
v. communicate (with) in writing
v. communicate by letter","vt. 书写, 著述, 写, 写满, 写信给
vi. 写, 写字, 写信, 写作, 作曲
[计] 书写器",v:100,5,1,zk gk,211,228,write
side,side,said,"n. a place within a region identified relative to a center or reference location
n. one of two or more contesting groups
n. either the left or right half of a body
n. a surface forming part of the outside of an object","n. 旁边, 侧, 方面, 胁, 侧边, 血统
a. 旁的, 侧的, 次要的
vt. 同意, 支持
vi. 支持, 赞助",v:1/n:99,5,1,zk gk ielts,212,249,side
set,set,set,"n. a group of things of the same kind that belong together and are so used
n. (mathematics) an abstract collection of numbers or symbols
n. several exercises intended to be done in series
n. an unofficial association of people or groups","n. 日落, 同伙, 组合, 集合, 装置
vt. 放, 安置, 放置, 设定, 使凝结, 点燃, 确定, 点缀, 使就位, 树立, 分配, 调整
vi. 日落, 凝固, 定型, 搁住, 结果, 适合
a. 决心的, 规定的, 故意的, 持久的, 固定的, 老套的, 准备好的
[计] 设置; DOS内部命令:改变或显示分配给环境变量的值",n:26/j:1/v:73,3,1,zk gk ielts,213,294,set
month,month,mʌnθ,n. a time unit of approximately 30 days,"n. 月
[经] 月",n:100,5,1,zk gk ielts,214,236,month
business,business,'biznis,"n. a commercial or industrial enterprise and the people who constitute it
n. a rightful concern or responsibility
n. an immediate objective
n. the volume of commercial activity","n. 生意, 事情, 业务, 商业, 商行, 职责
[经] 企业, 商业, 营业",n:100,5,1,zk gk cet4 cet6 ky ielts,215,246,business
night,night,nait,"n. the time after sunset and before sunrise while it is dark outside
n. a period of ignorance or backwardness or gloom
n. the period spent sleeping
n. the dark part of the diurnal cycle considered a time unit","n. 夜, 夜晚, 晚上, 黑暗, 夜晚的工作
[法] 夜, 黑夜, 黑暗",n:100,5,1,zk gk ielts,216,209,night
eye,eye,ai,"n. the organ of sight
n. good discernment (either visually or as if visually)
n. attention to what is seen
n. a small hole or loop (as in a needle)","n. 眼睛, 视力, 看
vt. 看, 注视",v:2/n:98,5,1,zk gk ielts,219,242,eye
move,move,mu:v,"n. the act of deciding to do something
n. the act of changing your residence or place of business
n. (game) a player's turn to take some action permitted by the rules of the game
v. cause to move or shift into a new position or place, both in a concrete and in an abstract sense","n. 移动, 迁居, 步骤
vt. 移动, 开动, 感动, 搬(家)
vi. 移动, 离开, 运行, 迁移, 摇动, 搬家, 交往, 进展, 脱手
[计] 移动; 传送; DOS外部命令:移动文件, 它可将文件移动到指定的地方",n:13/v:87,5,1,zk gk,220,207,move
question,question,'kwestʃәn,"n. an instance of questioning
n. the subject matter at issue
n. a sentence of inquiry that asks for a reply
n. an informal reference to a marriage proposal","n. 问题, 询问
v. 询问, 审问, 怀疑
[计] 询问",v:9/n:91,5,1,zk gk,221,197,question
play,play,plei,"n. a dramatic work intended for performance by actors on a stage
n. a theatrical performance of a drama
n. a preset plan of action in team sports
n. a state in which action is feasible","n. 游戏, 游玩, 玩笑, 运动, 比赛, 赌博, 跳动, 表演, 剧本
v. 玩, 游戏, 假装, 开玩笑, 比赛, 扮演, 演奏, 演戏, 传摇曳, (使)跳动
[计] 播放",n:19/v:81,5,1,zk gk,224,200,play
power,power,'pauә,"n. possession of controlling influence
n. (physics) the rate of doing work; measured in watts (= joules/second)
n. one possessing or exercising power or influence or authority
v. supply the force or power for the functioning of","n. 力, 体力, 力量, 势力, 动力, 权力, 强国, 乘方, 强度, 幂, 功率
vt. 使...有力量, 供以动力, 激励
[计] 乘幂; DOS外部命令:能控制许多电池电源计算机上的电源管理特性",v:3/n:97,5,1,gk cet4 ky ielts,225,271,power
change,change,tʃeindʒ,"n. an event that occurs when something passes from one state or phase to another
n. a relational difference between states; especially between states before and after some event
n. the action of changing something
n. the result of alteration or modification","n. 变化, 找回的零钱, 找头, 更换
vt. 改变, 更换, 兑换",n:48/v:52,5,1,zk gk,226,306,change
pay,pay,pei,"v. give money, usually in exchange for goods or services
v. do or give something to somebody in return
v. be worth it
v. render","n. 薪资, 付款, 补偿
vt. 支付, 付清, 补偿, 偿还, 对...有利, 为...涂防水物
vi. 付款, 付出代价, 偿还, 得到报应, 获得好处",n:9/v:91,5,1,zk gk ielts,227,286,pay
young,young,jʌŋ,"n. any immature animal
n. United States film and television actress (1913-2000)
n. United States civil rights leader (1921-1971)
n. British physicist and Egyptologist; he revived the wave theory of light and proposed a three-component theory of color vision; he also played an important role in deciphering the hieroglyphics on the Rosetta Stone (1773-1829)","a. 年轻的, 无经验的, 朝气蓬勃的
n. 青年们, 幼小动物, 崽",j:100,5,1,zk gk,228,234,young
both,both,bәuθ,s. (used with count nouns) two considered together; the two,"a. 两者的
adv. 两者都
pron. 两者",r:43/d:57,5,1,zk gk,229,255,both
often,often,'ɒ:fn,r. in many cases or instances,"adv. 时常, 常常",r:100,5,1,zk gk,230,274,often
interest,interest,'intrist,"n. a sense of concern with and curiosity about someone or something
n. the power of attracting or holding one's attention (because it is unusual or exciting etc.)
n. a fixed charge for borrowing money; usually a percentage of the amount borrowed
n. (law) a right or legal share of something; a financial involvement with something","n. 兴趣, 嗜好, 利息, 利益, 爱好, 趣味, 势力
vt. 使感兴趣, 与...有关系",v:3/n:97,5,1,zk gk cet4 cet6 ky toefl ielts,231,416,interest
national,national,'næʃәnәl,"n. a person who owes allegiance to that nation
a. of or relating to or belonging to a nation or country
a. limited to or in the interests of a particular nation
a. concerned with or applicable to or belonging to an entire nation or country","a. 国家的, 国立的, 全国性的, 民族的
[经] 全国性的, 国家的, 国民的",j:99/n:1,5,1,zk gk cet4 cet6 ky ielts,232,231,national
money,money,'mʌni,"n. the most common medium of exchange; functions as legal tender
n. wealth reckoned in terms of money
n. the official currency issued by a government or national bank","n. 金钱, 一笔款, 财富, 货币, 金额
[经] 货币, 金钱, 财产",n:100,5,1,zk gk ielts,233,232,money
book,book,buk,"n. a written work or composition that has been published (printed on pages bound together)
n. physical objects consisting of a number of pages bound together
n. a collection of playing cards satisfying the rules of a card game
n. a collection of rules or prescribed standards on the basis of which decisions are made","n. 书, 书籍, 帐簿, 名册, 工作簿
v. 登记, 预订
[计] 工作簿",v:2/n:98,5,1,zk gk ielts,235,241,book
water,water,'wɒ:tә,"n. binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent
n. once thought to be one of four elements composing the universe (Empedocles)
n. a liquid necessary for the life of most animals and plants
v. supply with water, as with channels or ditches or streams","n. 水, 雨水, 海水, 水位, 水面, 流水
vt. 给...浇水, 供以水, 注入水, 使湿
vi. 流泪, 流口水, 加水
a. 水的, 水上的, 水生的, 含水的",v:2/n:98,5,1,zk gk ielts,236,226,water
away,away,ә'wei,"s. not present; having left
a. used of an opponent's ground
s. (of a baseball pitch) on the far side of home plate from the batter
r. from a particular thing or place or position (`forth' is obsolete)",adv. 离去,i:26/r:73/j:1,5,1,zk gk,237,269,away
hear,hear,hiә,"v. perceive (sound) via the auditory sense
v. examine or hear (evidence or a case) by judicial process
v. receive a communication from someone","vt. 听到, 倾听, 听说, 审理
vi. 听见, 听",v:100,5,1,zk gk,238,195,hear
form,form,fɒ:m,"n. the phonological or orthographic sound or appearance of a word that can be used to describe or identify something
n. a perceptual structure
n. the visual appearance of something or someone
n. a printed document with spaces in which to write","n. 形状, 形体, 类型, 方式, 表格, 形式
v. 形成, 排列, (使)组成
n. 表单
[计] 表单",v:37/n:63,3,1,zk gk ielts,239,523,form
room,room,ru:m,"n. an area within a building enclosed by walls and floor and ceiling
n. space for movement
n. opportunity for
n. the people who are present in a room","n. 房间, 空位, 场所
vi. 住宿, 居住
vt. 留宿",v:1/n:99,5,1,zk gk ielts,240,227,room
level,level,'levl,"n. height above ground
n. indicator that establishes the horizontal when a bubble is centered in a tube of liquid
n. an abstract place usually conceived as having depth
v. aim at","n. 水平, 水准, 平地
a. 同高的, 平坦的, 齐平的, 水平的
vt. 弄平, 夷平, 使同等, 瞄准, 对准
vi. 变平, 拉平
[计] 级别",j:4/v:4/n:92,5,1,zk gk cet4 cet6 ky ielts,241,338,level
second,second,'sekәnd,"n. 1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites
n. following the first in an ordering or series
n. a 60th part of a minute of arc
n. the official attendant of a contestant in a duel or boxing match","n. 秒, 瞬间, 第二名, 支持者, 助手
a. 第二的, 其次的, 次要的, 附加的, 辅助的
num. 第二
vt. 当...助手, 支持",v:2/m:64/n:34,5,1,zk gk ielts,242,381,second
right,right,rait,"n. an abstract idea of that which is due to a person or governmental body by law or tradition or nature; it is something that nobody can take away""
n. location near or direction toward the right side; i.e. the side to the south when a person or object faces east
n. those who support political or social or economic conservatism; those who believe that things are better left unchanged
n. the hand that is on the right side of the body","n. 权利, 右边, 正义, 右派, 公正
a. 正确的, 对的, 恰当的, 正常的, 正直的, 正面的, 右方的
adv. 正确地, 以有利结果, 一直, 直接, 向右
vt. 扶直, 整理, 纠正, 伸冤, 使昭雪
vi. 恢复平衡
[计] 右, 权利",v:2/r:41/j:25/n:32,3,1,zk gk,244,193,right
early,early,'ә:li,"a. at or near the beginning of a period of time or course of events or before the usual or expected time
a. being or occurring at an early stage of development
s. belonging to the distant past
s. very young","a. 早的, 早熟的
adv. 很早, 初",r:42/j:58,5,1,zk gk,245,365,early
include,include,in'klu:d,"v. have as a part, be made up out of
v. consider as part of something
v. add as part of something else; put in as part of a set, group, or category","vt. 包括, 把...算入, 包住
[计] DOS内部命令:在CONFIG.SYS文件的一个配置块中包含另一配置块的内容",v:100,5,1,zk gk cet4 cet6 ky,246,292,include
car,car,kɑ:,"n. a motor vehicle with four wheels; usually propelled by an internal combustion engine
n. a wheeled vehicle adapted to the rails of railroad
n. the compartment that is suspended from an airship and that carries personnel and the cargo and the power plant
n. where passengers ride up and down","n. 汽车, 客车
[机] 车",n:100,5,1,zk gk,247,289,car
perhaps,perhaps,pә'hæps,r by chance,"adv. 也许, 大概",r:100,5,1,zk gk cet4 cet6 ky,249,435,perhaps
policy,policy,'pɒlisi,"n. a plan of action adopted by an individual or social group
n. a line of argument rationalizing the course of action of a government
n. written contract or certificate of insurance","n. 政策, 方针, 策略, 保险单
[医] 凭单, 保险单",n:100,5,1,zk gk cet4 cet6 ky ielts,250,388,policy
council,council,'kaunsәl,"n. a body serving in an administrative capacity
n. (Christianity) an assembly of theologians and bishops and other representatives of different churches or dioceses that is convened to regulate matters of discipline or doctrine
n. a meeting of people for consultation","n. 会议, 委员会
[经] 委员会",n:100,5,1,cet4 cet6 ky ielts,251,2612,council
believe,believe,bi'li:v,"v. accept as true; take to be true
v. be confident about something
v. follow a credo; have a faith; be a believer
v. credit with veracity",v. 相信,v:100,5,1,zk gk,252,212,believe
market,market,'mɑ:kit,"n. the world of commercial activity where goods and services are bought and sold
n. the customers for a particular product or service
n. the securities markets in the aggregate
v. engage in the commercial promotion, sale, or distribution of","n. 市场, 交易, 集市, 推销地区, 行情, 市面, 销路
vt. 在市场上交易, 使上市, 销售
vi. 在市场上买卖",v:11/n:89,5,1,zk gk ielts,253,402,market
already,already,ɒ:l'redi,r. prior to a specified or implied time,"adv. 已经, 早已",r:100,5,1,zk gk,255,334,already
possible,possible,'pɒsәbl,"n. something that can be done
n. an applicant who might be suitable
a. capable of happening or existing","a. 可能的, 潜在的, 合适的
n. 可能性, 可能的事物",j:100,5,1,zk gk,256,459,possible
allow,allow,ә'lau,"v. let have
v. give or assign a resource to a particular person or cause
v. allow or plan for a certain possibility; concede the truth or validity of something
v. grant as a discount or in exchange","vt. 允许, 同意给予, 承认
vi. 容许, 猜想
[计] 允许命令",v:100,5,1,zk gk cet4 ky,257,339,allow
nothing,nothing,'nʌθiŋ,"n. a quantity of no importance
r. in no respect; to no degree","n. 无, 不关紧要之事, 零
adv. 毫不, 决不
interj. 什么也没有, 无",p:99/n:1,5,1,zk gk ielts,258,315,nothing
meet,meet,mi:t,"n. a meeting at which a number of athletic contests are held
v. come together
v. get together socially or for a specific purpose
v. fill or meet a want or need","n. 会, 集会
a. 适宜的, 合适的
vt. 遇见, 引见, 认识, 满足, 对付
vi. 相遇, 接触",n:1/v:99,5,1,zk gk gre,259,288,meet
big,big,big,"s. significant
s. loud and firm
s. conspicuous in position or importance
s. prodigious","a. 大的, 重要的
adv. 大量地",r:1/j:99,5,1,zk gk,260,162,big
yet,yet,jet,"r. up to the present time
r. within an indefinite time or at an unspecified future time","adv. 还, 尚, 仍然, 已经, 然而
conj. 然而",r:100,5,1,zk gk,261,275,yet
effect,effect,i'fekt,"n. an impression (especially one that is artificial or contrived)
n. the central meaning or theme of a speech or literary work
n. (of a law) having legal validity
n. a symptom caused by an illness or a drug","n. 结果, 影响, 效果, 印象
vt. 实行, 引起, 完成
[计] 效果",v:3/n:97,5,1,gk cet4 cet6 ky toefl ielts,262,427,effect
result,result,ri'zʌlt,"n. something that results
v. issue or terminate (in a specified way, state, etc.); end
v. come about or follow as a consequence","n. 结果, 成绩, 答案
vi. 产生, 结果, 致使
[计] 结果",v:21/n:79,5,1,zk gk cet4 cet6 ky ielts,264,354,result
whether,whether,'hweðә,"pron. Which (of two); which one (of two); -- used
   interrogatively and relatively.
conj. In case; if; -- used to introduce the first or two or
   more alternative clauses, the other or others being connected by or, or
   by or whether. When the second of two alternatives is the simple
   negative of the first it is sometimes only indicated by the particle
   not or no after the correlative, and sometimes it is omitted entirely
   as being distinctly implied in the whether of the first.","conj. 是否, 不论
pron. 两个中的哪一个",c:100,5,1,zk gk,265,321,whether
