word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
distance,distance,'distәns,"n. the property created by the space between two objects or points
n. a distant region
n. size of the gap between two places
n. indifference by personal withdrawal","n. 距离, 远方, 遥远
[计] 位距",v:4/n:96,4,1,gk cet4 cet6 ky toefl ielts,1275,1235,distance
regular,regular,'regjulә,"n. a regular patron
n. a soldier in the regular army
n. a dependable follower (especially in party politics)
n. a garment size for persons of average height and weight","a. 规则的, 常例的, 有秩序的, 整齐的, 等边的, 定期的, 经常的, 合格的, 常备军的
n. 正规军, 正式队员
adv. 经常地
n. 正常体
[计] 正常体",j:95/n:5,4,1,gk cet4 cet6 ky toefl ielts,1276,1370,regular
link,link,liŋk,"n. the means of connection between things linked in series
n. a fastener that serves to join or connect
n. a unit of length equal to 1/100 of a chain
n. (computing) an instruction that connects one part of a program or an element on a list to another program or list","n. 环, 连结物, 链接, 火把
vt. 连结, 联合, 挽住
vi. 连接起来
[计] 连接, 链路",n:43/v:57,4,1,gk cet4 cet6 ky ielts,1277,1730,link
gold,gold,gәuld,"n. coins made of gold
n. a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia
n. great wealth
n. something likened to the metal in brightness or preciousness or superiority etc.","n. 黄金, 钱财, 金块, 金色, 宝贵
a. 金的, 似金的, 金色的, 金制的",j:7/n:93,4,1,zk gk cet4 ky ielts,1278,1256,gold
comment,comment,'kɒment,"n. a written explanation or criticism or illustration that is added to a book or other textual material
v. make or write a comment on
v. explain or interpret something","n. 注解, 批评, 评论, 备注
vi. 评论, 注解
[计] 备注",v:32/n:68,4,1,gk cet4 cet6 ky toefl ielts,1279,1363,comment
due,due,dju:,"n. that which is deserved or owed
n. a payment that is due (e.g., as the price of membership)
a. owed and payable immediately or on demand
s. scheduled to arrive","n. 应得的东西, 应付款
a. 到期的, 应得的, 应付的, 约定的",i:61/r:1/j:38,4,1,gk cet4 cet6 ky toefl ielts,1280,1796,due
content,content,kәn'tent,"n. everything that is included in a collection and that is held or included in something
n. the proportion of a substance that is contained in a mixture or alloy etc.
n. the sum or range of what has been perceived, discovered, or learned
v. satisfy in a limited way","n. 内容, 满足, 意义, 要旨
a. 满足的, 满意的
vt. 使...满足, 使...安心
[计] 内容",j:23/v:4/n:73,2,1,gk cet4 cet6 ky toefl ielts gre,1281,1732,content
conclusion,conclusion,kәn'klu:ʒәn,"n. an intuitive assumption
n. the proposition arrived at by logical reasoning (such as the proposition that must follow from the major and minor premises of a syllogism)
n. a final settlement
n. the last section of a communication","n. 结论, 结尾, 推论
[法] 缔结, 结论, 推论",n:100,3,1,gk cet4 cet6 ky ielts,1282,1666,conclusion
chief,chief,tʃi:f,s. most important element,"n. 领袖, 酋长, 长官, 主要部分
a. 主要的, 首位的",j:56/n:44,5,1,gk cet4 ky toefl ielts,1283,1446,chief
drink,drink,driŋk,"n. a single serving of a beverage
n. the act of drinking alcoholic beverages to excess
n. any large deep body of water
v. take in liquids","n. 饮料, 酒
v. 喝, 喝酒",n:37/v:63,4,1,zk gk,1284,1232,drink
politics,politics,'pɒlitiks,"n. social relations involving intrigue to gain authority or power
n. the study of government of states and other political units
n. the profession devoted to governing and to political affairs
n. the opinion you hold with respect to political questions","n. 政治, 政治学, 政见, 政治活动
[法] 政治, 政治学, 政纲",n:100,4,1,gk cet4 cet6 ky toefl,1285,951,politics
reply,reply,ri'plai,n. the speech act of continuing a conversational exchange,"n. 答复, 回答, 答辩
vi. 答复, 回答, 回击, 反响, 答辩
vt. 回答
[计] 答复",n:21/v:79,4,1,zk gk cet4 cet6 ky,1286,2219,reply
justice,justice,'dʒʌstis,"n. the quality of being just or fair
n. judgment involved in the determination of rights and the assignment of rewards and punishments","n. 正义, 公平, 公正, 正确, 司法, 审判",n:100,4,1,gk cet4 cet6 ky toefl,1287,1481,justice
observe,observe,әb'zә:v,"v. watch attentively
v. behave as expected during of holidays or rites
v. stick to correctly or closely
v. conform one's action or practice to","vt. 觉察到, 遵守, 注意到, 庆祝
vi. 注意, 评论",v:100,3,1,gk cet4 cet6 ky toefl ielts,1288,1294,observe
skin,skin,skin,"n. a natural protective body covering and site of the sense of touch
n. an outer surface (usually thin)
n. a person's skin regarded as their life
n. a bag serving as a container for liquids; it is made from the hide of an animal","n. 皮肤, 皮
vt. 剥皮, 在...植皮
vi. 长皮, 愈合, 蜕皮",v:4/n:96,4,1,gk cet4 cet6 ky ielts,1289,1019,skin
etc,etc,,,"及其他, 等等",r:100,3,0,,1290,3079,etc
belief,belief,bi'li:f,n. any cognitive content held as true,"n. 信念, 相信, 信仰",n:100,3,1,gk cet4 ky toefl,1291,1378,belief
bag,bag,bæg,"n. a flexible container with a single opening
n. the quantity of game taken in a particular period (usually by one person)
n. a container used for carrying money and small personal items or accessories (especially by women)
n. the quantity that a bag will hold","n. 袋子, 袋状物
vt. 使膨大, 装袋, 猎获",v:3/n:97,4,1,zk gk,1292,1008,bag
strike,strike,straik,"n. a group's refusal to work in protest against low pay or bad work conditions
n. an attack that is intended to seize or inflict damage on or destroy an objective
n. a score in tenpins: knocking down all ten with the first ball
n. (baseball) a pitch that the batter swings at and misses, or that the batter hits into foul territory, or that the batter does not swing at but the umpire judges to be in the area over home plate and between the batter's knees and shoulders","n. 罢工, 打击, 殴打
vt. 打, 撞击, 冲击, 侵袭, 取消, 结算, 打掉, 罢工, 刺透, 使生根, 遇见
vi. 打, 打击, 抓, 罢工, 搏动, 触礁, 敲, 响, 穿透, 打动",n:30/v:70,4,1,gk cet4 cet6 ky toefl ielts,1294,1145,strike
settle,settle,'setl,"n. a long wooden bench with a back
v. settle into a position, usually on a surface or ground
v. settle conclusively; come to terms
v. take up residence and become established","n. 有背长椅
vt. 决定, 整理, 安放, 使定居, 使平静, 支付, 安排, 解决, 结算
vi. 停留, 下陷, 沉淀, 澄清, 安下心来, 结清, 定居, 安家",n:1/v:99,4,1,gk cet4 cet6 ky ielts gre,1295,1316,settle
ignore,ignore,ig'nɒ:,"v. refuse to acknowledge
v. fail to notice
v. be ignorant of or in the dark about","vt. 不理睬, 忽视, 驳回, 忽略
[计] 忽略",v:100,4,1,gk cet4 cet6 ky toefl,1296,1375,ignore
alone,alone,ә'lәun,"s. isolated from others
s. lacking companions or companionship
s. exclusive of anyone or anything else
s. radically distinctive and without equal","a. 孤独的, 单独的, 独自的
adv. 独自地",r:60/j:40,4,1,zk gk cet4 ky toefl ielts,1297,1097,alone
sight,sight,sait,"n. an instance of visual perception
n. anything that is seen
n. the ability to see; the visual faculty
n. a range of mental vision","n. 景观, 视力, 眼界, 阅读, 见解, 意见
vt. 看见, 瞄准
vi. 瞄准, 观看
a. 即席的, 见票即付的",v:7/n:93,4,1,zk gk cet4 cet6 ky toefl ielts,1298,1629,sight
reality,reality,ri'æliti,"n. the state of being actual or real
n. the state of the world as it really is rather than as you might want it to be
n. the quality possessed by something that is real","n. 实在, 事实, 实体, 逼真
[法] 现实, 实在存在的事物, 实在性",n:100,4,1,gk cet4 cet6 ky,1299,1032,reality
winter,winter,'wintә,"n. the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox
v. spend the winter","n. 冬季, 萧条期, 衰退期
a. 冬天的
vt. 使度过冬天
vi. 过冬",v:2/n:98,3,1,zk gk,1300,1244,winter
inside,inside,'in'said,"n. the region that is inside of something
n. the inner or enclosed surface of something
a. relating to or being on the side closer to the center or within a defined space
s. being or applying to the inside of a building","n. 内部, 内脏, 内幕
a. 内部的, 秘密的, 户内的
adv. 在里面
prep. 在...之内",i:49/r:37/j:6/n:8,4,1,zk gk cet4 cet6 ky,1301,964,inside
estate,estate,i'steit,"n. everything you own; all of your assets (whether real property or personal property) and liabilities
n. extensive landed property (especially in the country) retained by the owner for his own use","n. 不动产, (人生的)阶段, 阶层, 财产
[经] 房地产, 遗产, 财产",n:100,2,1,cet4 cet6 ky toefl ielts,1302,1778,estate
boat,boat,bәut,"n. a small vessel for travel on water
v. ride in a boat on water","n. 船
vi. 乘船
vt. 以船运",v:2/n:98,4,1,zk gk ielts,1303,1231,boat
wine,wine,wain,"n. fermented juice (of grapes especially)
n. a red as dark as red wine
v. drink wine
v. treat to wine","n. 葡萄酒, 果酒, 暗红色
v. (请)喝酒",v:1/n:99,4,1,zk gk cet4 cet6 ky,1304,1449,wine
ring,ring,riŋ,"n. a characteristic sound
n. a toroidal shape
n. the sound of a bell ringing
n. a platform usually marked off by ropes in which contestants box or wrestle","n. 环, 环形物, 拳击场, 戒指, 角逐, 小集团, 铃声, 钟声, 声调
vt. 包围, 套住, 按铃, 敲钟
vi. 成环形, 响, 鸣, 按铃, 敲钟, 回响",v:41/n:59,3,1,zk gk toefl,1305,1678,ring
prison,prison,'prizn,"n. a correctional institution where persons are confined while on trial or for punishment
n. a prisonlike situation; a place of seeming confinement","n. 监狱, 监禁, 拘留所
vt. 监禁",n:100,4,1,zk gk cet4 cet6 ky toefl,1307,1282,prison
propose,propose,prә'pәuz,"v. make a proposal, declare a plan for something
v. ask (someone) to marry you","vt. 计划, 打算, 建议, 提议, 求(婚)
vi. 打算, 求婚",v:100,4,1,cet4 cet6 ky toefl ielts,1309,1694,propose
dad,dad,dæd,n. an informal term for a father; probably derived from baby talk,"n. 爸爸, 爹爹",n:100,3,1,zk,1311,1814,dad
possibly,possibly,'pɒsәbli,"r. by chance
r. to a degree possible of achievement or by possible means","adv. 可能, 也许",r:100,4,1,cet4 cet6 ky,1312,1696,possibly
respond,respond,ri'spɒnd,v. respond favorably or as hoped,"vt. 以...回答
vi. 回答, 响应, 回报, 有反应, 承担责任",v:100,4,1,gk cet4 cet6 ky toefl,1313,920,respond
clothes,clothes,klәuðz,"n clothing in general
v provide with clothes or put clothes on
v furnish with power or authority; of kings or emperors
v cover as if with clothing",n. 衣服,n:100,4,1,zk gk ielts,1315,1434,clothes
active,active,'æktiv,"n. a person who is a participating member of an organization
a. tending to become more severe or wider in scope
s. engaged in or ready for military or naval operations
a. disposed to take action or effectuate change","a. 活跃的, 起作用的, 积极的, 有效的, 主动的, 活性的, 现行的, 现役的
n. 主动语态, 积极分子",j:99/n:1,4,1,zk gk cet4 ky toefl,1316,1444,active
weekend,weekend,'wi:kend,"n. a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday
v. spend the weekend","n. 周末, 周末休假",n:100,4,1,zk gk ielts,1317,1193,weekend
employer,employer,im'plɒiә,n. a person or firm that employs workers,"n. 雇主, 老板
[经] 雇主, 业主",n:100,3,1,cet4 cet6 ky toefl ielts,1318,2297,employer
vehicle,vehicle,'vi:ikl,"n. a conveyance that transports people or objects
n. a medium for the expression or achievement of something
n. any substance that facilitates the use of a drug or pigment or other material that is mixed with it","n. 交通工具, 车辆, 传播媒介
[化] 载体; 运载体; 漆料",n:100,4,1,zk gk cet4 cet6 ky toefl ielts gre,1319,1293,vehicle
debt,debt,det,"n. the state of owing something (especially money)
n. money or goods or services owed by one person to another
n. an obligation to pay or do something","n. 债务, 罪过
[经] 借款, 欠款, 债务",n:100,4,1,gk cet4 cet6 ky toefl ielts,1320,1871,debt
somebody,somebody,'sʌmbɒdi,n a human being,"n. 了不起的人, 大人物
pron. 有人, 某人",p:99/n:1,4,1,zk gk,1321,1000,somebody
objective,objective,әb'dʒektiv,"n. the lens or system of lenses in a telescope or microscope that is nearest the object being viewed
a. undistorted by emotion or personal bias; based on observable phenomena
a. serving as or indicating the object of a verb or of certain prepositions and used for certain other purposes
s. emphasizing or expressing things as perceived without distortion of personal feelings, insertion of fictional matter, or interpretation","n. 目的, 目标, 宗旨, 宾格, 实物
a. 客观的, 如实的, 无偏见的, 宾格的",j:26/n:74,3,1,cet4 cet6 ky toefl ielts gre,1322,2406,objective
largely,largely,'lɑ:dʒli,"r. in large part; mainly or chiefly
r. on a large scale","adv. 大量地, 很多地, 大半地",r:100,4,1,cet4 cet6 ky toefl,1323,1679,largely
arrange,arrange,ә'reindʒ,"v. put into a proper or systematic order
v. make arrangements for
v. adapt for performance in a different way
v. arrange thoughts, ideas, temporal events","v. 安排, 排列, 达成协议
[计] 重排",v:100,4,1,gk cet4 ky toefl,1324,2216,arrange
survive,survive,sә'vaiv,"v. continue to live through hardship or adversity
v. continue in existence after (an adversity, etc.)","vt. 比...活得长, 生存, 生还, 幸免于
vi. 活下来, 幸存",v:100,4,1,gk cet4 cet6 ky toefl gre,1325,1342,survive
powerful,powerful,'pauәful,a. having great power or force or potency or effect,"a. 有力的, 有权力的, 强大的
[机] 强力的",j:100,4,1,gk cet4 cet6 ky,1326,1159,powerful
telephone,telephone,'telifәun,"n. electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds
n. transmitting speech at a distance","n. 电话, 电话机
v. 打电话",v:12/n:88,4,1,zk gk ielts,1327,1865,telephone
hole,hole,hәul,"n. an opening into or through something
n. an opening deliberately made in or through something
n. one playing period (from tee to green) on a golf course
n. an unoccupied space","n. 孔, 洞, 穴, 漏洞
vt. 挖洞, 掘坑
vi. 进洞, 凿洞",v:3/n:97,4,1,zk gk cet4 cet6 ky,1329,1213,hole
battle,battle,'bætl,"n. a hostile meeting of opposing military forces in the course of a war
v. battle or contend against in or as if in a battle","n. 战役
v. 战斗",v:15/n:85,4,1,gk cet4 cet6 ky toefl,1330,1199,battle
farmer,farmer,'fɑ:mә,"n. a person who operates a farm
n. United States civil rights leader who in 1942 founded the Congress of Racial Equality (born in 1920)
n. an expert on cooking whose cookbook has undergone many editions (1857-1915)","n. 农夫, 农场主
[法] 农民, 农场主, 承包者",n:100,4,1,zk gk cet4 cet6 ky,1333,1589,farmer
injury,injury,'indʒәri,"n. any physical damage to the body caused by violence or accident or fracture etc.
n. an accident that results in physical damage or hurt
n. an act that causes someone or something to receive physical damage
n. wrongdoing that violates another's rights and is unjustly inflicted","n. 伤害, 侮辱
[医] 伤, 损伤",n:100,4,1,gk cet4 cet6 ky toefl ielts,1334,1553,injury
expert,expert,'ekspә:t,n. a person with special knowledge or ability who performs skillfully,"n. 专家, 行家
a. 老练的, 内行的, 专门的
[计] 高级",j:2/n:98,4,1,gk cet4 ky ielts,1335,899,expert
package,package,'pækidʒ,"n. a collection of things wrapped or boxed together
n. a wrapped container","n. 包裹, 套装软件, 包, 包装用物, 程序包
vt. 包装, 打包
a. 一揽子的
[计] 包, 软件包, 包装",v:9/n:91,4,1,zk gk cet4 cet6 ky toefl ielts,1336,1685,package
nevertheless,nevertheless,.nevәðә'les,r despite anything to the contrary (usually following a concession),"adv. 然而, 虽然如此
conj. 然而",r:100,3,1,cet4 cet6 ky ielts,1337,2582,nevertheless
colleague,colleague,'kɒli:g,"n. an associate that one works with
n. a person who is member of one's class or profession","n. 同事, 同僚",n:100,4,1,gk cet4 cet6 ky toefl,1338,1518,colleague
complex,complex,kәm'pleks,"n. a conceptual whole made up of complicated and related parts
n. a compound described in terms of the central atom to which other atoms are bound or coordinated
n. (psychoanalysis) a combination of emotions and impulses that have been rejected from awareness but still influence a person's behavior
a. complicated in structure; consisting of interconnected parts","n. 综合体, 情结, 络合物
a. 复杂的, 组合的",j:71/n:29,4,1,gk cet4 cet6 ky toefl ielts,1339,1598,complex
impossible,impossible,im'pɒsәbl,"n. something that cannot be done
a. not capable of occurring or being accomplished or dealt with
s. totally unlikely
s. used of persons or their behavior","a. 不可能的, 难以置信的, 令人无法忍受的",j:100,4,1,zk gk cet4 cet6 ky ielts,1340,1606,impossible
concentrate,concentrate,'kɒnsәntreit,"n. a concentrated form of a foodstuff; the bulk is reduced by removing water
n. a concentrated example of something
v. make denser, stronger, or purer
v. direct one's attention on something","n. 浓缩, 精选
v. 集中, 专心",n:3/v:97,3,1,gk cet4 cet6 ky ielts gre,1341,2358,concentrate
confidence,confidence,'kɒnfidәns,"n. a feeling of trust (in someone or something)
n. a state of confident hopefulness that events will be favorable
n. a trustful relationship
n. a secret that is confided or entrusted to another","n. 信心
[电] 可靠",n:100,4,1,cet4 cet6 ky toefl ielts gre,1342,1870,confidence
mainly,mainly,'meinli,r for the most part,"adv. 主要地, 大抵",r:100,4,1,cet4 cet6,1343,2805,mainly
generation,generation,.dʒenә'reiʃәn,"n. group of genetically related organisms constituting a single step in the line of descent
n. the normal time between successive generations
n. a stage of technological development or innovation
n. the production of heat or electricity","n. 一代, 一世, 产生
[医] 生殖, 世代",n:100,4,1,gk cet4 cet6 ky gre,1344,1026,generation
lift,lift,lift,"n. the act of giving temporary assistance
n. a wave that lifts the surface of the water or ground
n. a device worn in a shoe or boot to make the wearer look taller or to correct a shortened leg
n. one of the layers forming the heel of a shoe or boot","n. 举起, 帮助, 昂扬, 电梯
vt. 升高, 提高, 鼓舞, 清偿, 空运, 举起, 剽窃
vi. 升起, 消散, 耸立",n:15/v:85,4,1,zk gk cet4 ky toefl ielts,1345,1343,lift
phone,phone,fәun,n. (phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language,"n. 电话, 受话器, 耳机
vt. 打电话给
vi. 打电话",v:5/n:95,4,1,zk cet4 ky ielts,1346,557,phone
insurance,insurance,in'ʃurәns,n. promise of reimbursement in the case of loss; paid to people or companies so concerned about hazards that they have made prepayments to an insurance company,"n. 保险, 保险业, 保险费
[医] 保险",n:100,4,1,gk cet4 cet6 ky ielts,1347,1197,insurance
painting,painting,'peintiŋ,"n. graphic art consisting of an artistic composition made by applying paints to a surface
n. creating a picture with paints
n. the act of applying paint to a surface
n. the occupation of a house painter","n. 画, 绘画, 油漆
[化] 涂漆",n:100,4,1,gk cet4 cet6 ky toefl ielts,1348,1056,painting
sample,sample,'sæmpl,"n. a small part of something intended as representative of the whole
n. all or part of a natural object that is collected and preserved as an example of its class
v. take a sample of","n. 样品, 范例, 样本
vt. 抽样, 尝试
[计] 示例, 字样",v:12/n:88,3,1,cet4 cet6 ky toefl ielts,1349,1311,sample
forty,forty,'fɒ:ti,"n. the cardinal number that is the product of ten and four
s. being ten more than thirty","num. 四十, 四十个",m:100,5,0,zk gk,1350,3734,forty
cross,cross,krɒs,"n. a wooden structure consisting of an upright post with a transverse piece
n. a representation of the structure on which Jesus was crucified; used as an emblem of Christianity or in heraldry
n. any affliction that causes great suffering
v. fold so as to resemble a cross","n. 十字架, 十字架形物件, 交叉, 十字标, 交叉路, 磨难, 杂交
a. 生气的, 交叉的, 相反的
v. 交叉, 横过, 越过
[计] 交叉, 十字标",n:22/j:2/v:76,2,1,zk gk cet4 cet6 ky toefl gre,1352,1391,cross
warm,warm,wɒ:m,"v. get warm or warmer
v. make warm or warmer
a. having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat
a. psychologically warm; friendly and responsive","a. 暖和的, 暖的, 温暖的, 热烈的, 兴奋的, 激烈的, 多情的, 色情的
vt. 使温暖, 弄热, 使兴奋, 使充满仇恨
vi. 变暖和, 变温暖, 取暖, 激动, 同情, 爱好
n. 暖, 保暖物",j:78/v:22,4,1,zk gk ielts,1353,1356,warm
visitor,visitor,'vizitә,n. someone who visits,"n. 参观者, 游客, 访客
[法] 视察人, 检视人, 检查员",n:100,3,1,zk gk cet4 cet6 ky,1354,1698,visitor
commitment,commitment,kә'mitmәnt,"n. the act of binding yourself (intellectually or emotionally) to a course of action
n. an engagement by contract involving financial obligation
n. a message that makes a pledge
n. the official act of consigning a person to confinement (as in a prison or mental hospital)","n. 委托, 交押, 承担义务, 赞助
[医] 院禁",n:100,2,1,gk cet4 cet6 toefl ielts,1355,1616,commitment
ship,ship,ʃip,"n. a vessel that carries passengers or freight
v. hire for work on a ship
v. travel by ship
v. place on board a ship","n. 船, 舰
vt. 以船运送, 装船, 运送
vi. 上船, 乘船",v:19/n:81,4,1,zk gk ielts,1356,1219,ship
plus,plus,plʌs,"a. on the positive side or higher end of a scale
s. involving advantage or good","prep. 加上, 加, 外加
a. 正的, 附加的
n. 正号, 加号, 附加额, 正数, 增益
[计] 正差",i:84/c:2/r:2/n:12,4,1,gk cet4 ky ielts,1357,2066,plus
volume,volume,'vɒljum,"n. the amount of 3-dimensional space occupied by an object
n. a publication that is one of a set of several similar publications
n. a relative amount
n. the magnitude of sound (usually in a specified direction)","n. 册, 卷, 体积, 容量, 大量, 许多, 份量, 音量
vi. 成团卷起
vt. 把...收集成卷
a. 大量的
[计] 卷",n:100,4,1,cet4 cet6 ky toefl ielts,1358,1917,volume
somewhere,somewhere,'sʌmhwєә,"n. an indefinite or unknown location
r. in or at or to some place; (`someplace' is used informally for `somewhere')","adv. 到某处, 在某处",r:100,3,1,zk gk,1359,1588,somewhere
middle,middle,'midl,"n. an intermediate part or section
n. the middle area of the human torso (usually in front)
n. time between the beginning and the end of a temporal period
v. put in the middle","n. 中央, 中间, 腰部
a. 中央的, 中庸的, 中间的",j:57/n:43,5,1,zk gk,1360,988,middle
judge,judge,dʒʌdʒ,"n. a public official authorized to decide questions brought before a court of justice
v. determine the result of (a competition)
v. put on trial or hear a case and sit as the judge at the trial of","n. 法官, 裁判员, 审判官, 鉴定人
vt. 审理, 鉴定, 判断, 判决, 裁定
vi. 下判断, 作评价",v:37/n:63,4,1,gk cet4 cet6 ky,1362,1115,judge
threat,threat,θret,"n. a warning that something unpleasant is imminent
n. declaration of an intention or a determination to inflict harm on another","n. 恐吓, 恶兆, 威胁
[经] 威胁",n:100,4,1,cet4 cet6 ky toefl gre,1363,1066,threat
conflict,conflict,'kɒnflikt,"n. an open clash between two opposing groups (or individuals)
n. opposition between two simultaneous but incompatible feelings
n. a state of opposition between persons or ideas or interests
n. an incompatibility of dates or events","n. 战斗, 冲突, 矛盾, 争执
vi. 争执, 战斗, 冲突, 抵触
[计] 冲突",v:5/n:95,4,1,gk cet4 cet6 ky toefl ielts gre,1364,1179,conflict
legislation,legislation,.ledʒis'leiʃәn,"n. law enacted by a legislative body
n. the act of making or enacting laws","n. 立法, 法律
[医] 立法, 法规",n:100,3,0,cet4 cet6 ky toefl ielts gre,1365,2017,legislation
manner,manner,'mænә,"n. how something is done or how it happens
n. a way of acting or behaving
n. a kind","n. 样子, 礼貌, 风格
[法] 方式, 方法, 样式",n:100,3,1,gk cet4 cet6 ky,1366,1818,manner
entirely,entirely,in'taiәli,r. without any others being included or involved,"adv. 完全, 全然, 一概",r:100,3,1,,1367,1858,entirely
fresh,fresh,freʃ,"a. recently made, produced, or harvested
s. (of a cycle) beginning or occurring again
s. original and of a kind not seen before
a. not canned or otherwise preserved","a. 新鲜的, 新奇的, 另外的, 淡的, 精神饱满的, 冒失的
adv. 最新地, 刚刚
n. 开始, 泛滥",j:100,4,1,zk gk cet4 cet6 ky,1368,1107,fresh
background,background,'bækgraund,"n. a person's social heritage: previous experience or training
n. the part of a scene (or picture) that lies behind objects in the foreground
n. information that is essential to understanding a situation or problem
n. extraneous signals that can be confused with the phenomenon to be observed or measured","n. 背景, 背景资料
[计] 背景, 后台",n:100,3,1,zk gk cet4 ky toefl ielts,1369,1402,background
yard,yard,jɑ:d,"n. a unit of length equal to 3 feet; defined as 91.44 centimeters; originally taken to be the average length of a stride
n. the enclosed land around a house or other building
n. a tract of land enclosed for particular activities (sometimes paved and usually associated with buildings)
n. a tract of land where logs are accumulated","n. 码, 庭院, 工场
[化] 堆置场",n:100,4,1,zk gk cet4 cet6 ky ielts,1370,1035,yard
victim,victim,'viktim,"n. an unfortunate person who suffers from some adverse circumstance
n. a person who is tricked or swindled","n. 受害人, 牺牲者, 牺牲品
[法] 受害人, 被害人, 遭难者",n:100,4,1,gk cet4 cet6 ky,1371,1063,victim
touch,touch,tʌtʃ,"n. the event of something coming in contact with the body
n. the faculty by which external objects or forces are perceived through contact with the body (especially the hands)
n. a suggestion of some quality
n. a distinguishing style","n. 触觉, 碰, 触, 机灵, 轻触, 格调, 少许, 缺点, 弹力
vt. 接触, 触摸, 触及, 使接触, 达到, 涉及, 影响到, 使轻度受害, 感动
vi. 触摸, 接近, 涉及, 提到",n:31/v:69,4,1,zk gk cet4 cet6 ky toefl,1372,1166,touch
entry,entry,'entri,"n. an item inserted in a written record
n. a written record of a commercial transaction","n. 登录, 条目, 进入, 入口, 报关
[计] 登录项, 输入项, 条目",n:100,4,1,gk cet4 cet6 ky toefl ielts gre,1373,2338,entry
engine,engine,'endʒin,"n. motor that converts thermal energy to mechanical work
n. something used to achieve a purpose
n. an instrument or machine that is used in warfare, such as a battering ram, catapult, artillery piece, etc.","n. 引擎, 发动机, 机车
vt. 安装发动机于",n:100,4,1,gk cet4 cet6 ky ielts,1374,1569,engine
stuff,stuff,stʌf,"n. miscellaneous unspecified objects
n. informal terms for personal possessions
n. senseless talk
n. unspecified qualities required to do or be something","n. 原料, 要素, 东西, 材料, 素质, 织品, 废物, 废话
vt. 装填
vi. 狼吞虎咽",v:17/n:83,4,1,cet4 cet6 ky ielts,1375,996,stuff
cabinet,cabinet,'kæbinit,"n. a piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display
n. persons appointed by a head of state to head executive departments of government and act as official advisers
n. a storage compartment for clothes and valuables; usually it has a lock
n. housing for electronic instruments, as radio or television","n. 橱柜, 内阁
a. 内阁的, 细木工做的
[计] 机柜",n:100,4,1,cet4 cet6 ky toefl ielts gre,1378,2693,cabinet
introduction,introduction,.intrә'dʌkʃәn,"n. the act of beginning something new
n. the first section of a communication
n. a basic or elementary instructional text
n. a new proposal","n. 介绍, 传入, 采用, 初步",n:100,2,1,zk gk cet4 cet6 ky ielts,1379,2904,introduction
previously,previously,'pri:vju:sli,r. at an earlier time or formerly,"adv. 先, 先前, 以前, 前, (非正式)过早, 过急, 在前, 在...以前, 在先
[计] 先前地",r:100,3,1,cet4 cet6,1380,2313,previously
domestic,domestic,dәu'mestik,"n. a servant who is paid to perform menial tasks around the household
a. of concern to or concerning the internal affairs of a nation
a. of or relating to the home
a. of or involving the home or family","a. 家庭的, 国内的, 驯养的
[医] 家庭的, 家用的",j:99/n:1,4,1,cet4 cet6 ky toefl ielts,1381,1547,domestic
author,author,'ɒ:θә,v. be the author of,"n. 作家, 作家的著作, 创始人
[法] 作者, 著作人, 本人",v:2/n:98,4,1,gk cet4 cet6 ky ielts,1382,685,author
administration,administration,әd.mini'streiʃәn,"n. a method of tending to or managing the affairs of a some group of people (especially the group's business affairs)
n. the persons (or committees or departments etc.) who make up a body for the purpose of administering something
n. the act of administering medication
n. the act of meting out justice according to the law","n. 行政, 管理, 政府机关
[化] 给药",n:100,4,0,gk cet4 cet6 ky toefl ielts,1383,635,administration
sexual,sexual,'sekʃuәl,"a. of or relating to or characterized by sexuality
a. having or involving sex","a. 性的, 性别的
[医] 性的; 性欲的",j:100,4,1,cet4 cet6,1384,1006,sexual
tonight,tonight,tә'nait,"n. the present or immediately coming night
r. during the night of the present day","n. 今晚, 今夜
adv. 今晚, 今夜",r:100,4,1,zk gk,1385,910,tonight
prefer,prefer,pri'fә:,"v. like better; value more highly
v. promote over another
v. give preference to one creditor over another","vt. 宁可, 较喜欢, 提出
[法] 给予优先权, 优先偿还, 提出",v:100,4,1,gk cet4 cet6 ky,1386,1716,prefer
ordinary,ordinary,'ɒ:dinәri,"n. a judge of a probate court
n. the expected or commonplace condition or situation
n. a clergyman appointed to prepare condemned prisoners for death
n. an early bicycle with a very large front wheel and small back wheel","a. 平常的, 普通的, 平凡的
n. 平常的人(或事)",j:99/n:1,3,1,gk cet4 cet6 ky ielts,1387,2268,ordinary
extremely,extremely,ik'stri:mli,r. to an extreme degree,"adv. 极端地, 非常地",r:100,4,1,gk cet4 cet6,1388,1756,extremely
cheap,cheap,tʃi:p,"a. relatively low in price or charging low prices
s. embarrassingly stingy","a. 便宜的, 不值钱的, 可鄙的
adv. 便宜地",r:1/j:99,4,1,zk gk,1389,1930,cheap
